lemma	upos	sense_id	definition
genij	NOUN	DDDS|genij|NOUN|3	o sposobnosti
genij	NOUN	DDDS|genij|NOUN|4	ne preveč inteligenten človek
genski inženiring	MWE	DDDS|genski inženiring|MWE|1	genska tehnologija
genski kod	MWE	DDDS|genski kod|MWE|1	skupek pravil
genski material	MWE	DDDS|genski material|MWE|1	o dednem zapisu
genski sklad	MWE	DDDS|genski sklad|MWE|1	o dednem zapisu populacije
genski	ADJ	DDDS|genski|ADJ|1	o genih
geocentričen	ADJ	DDDS|geocentričen|ADJ|1	globalen
geocentričen	ADJ	DDDS|geocentričen|ADJ|2	o Zemlji kot središču vesolja
geocentričen	ADJ	DDDS|geocentričen|ADJ|3	glede na središče Zemlje
geograf	NOUN	DDDS|geograf|NOUN|1	strokovnjak
geografski	ADJ	DDDS|geografski|ADJ|1	o vedi
geografski	ADJ	DDDS|geografski|ADJ|2	o šolskem predmetu
geografski	ADJ	DDDS|geografski|ADJ|3	o lokaciji
geografski	ADJ	DDDS|geografski|ADJ|4	o značilnostih zemeljskega površja
geolog	NOUN	DDDS|geolog|NOUN|1	strokovnjak
geološki	ADJ	DDDS|geološki|ADJ|1	o geologiji
geometričen	ADJ	DDDS|geometričen|ADJ|1	o oblikah
geometričen	ADJ	DDDS|geometričen|ADJ|2	o geometriji
geotermalen	ADJ	DDDS|geotermalen|ADJ|1	o temperaturi zemljine notranjosti
geotermalna energija	MWE	DDDS|geotermalna energija|MWE|1	o energetskem viru
germanski	ADJ	DDDS|germanski|ADJ|1	o Germanih
geslo	NOUN	DDDS|geslo|NOUN|1	slogan
geslo	NOUN	DDDS|geslo|NOUN|2	šifra
geslo	NOUN	DDDS|geslo|NOUN|3	iztočnica v slovarju
gibanje	NOUN	DDDS|gibanje|NOUN|1	o spontanem premikanju
gibanje	NOUN	DDDS|gibanje|NOUN|2	družbena aktivnost
gibati se	MWE	DDDS|gibati se|MWE|1	premikati del telesa
gibati se	MWE	DDDS|gibati se|MWE|2	o razponu vrednosti
gibati se	MWE	DDDS|gibati se|MWE|3	o spontanem premikanju
gibati se	MWE	DDDS|gibati se|MWE|4	o telesni aktivnosti
gibati se	MWE	DDDS|gibati se|MWE|5	o mnenjih, idejah
gladek	ADJ	DDDS|gladek|ADJ|1	o poteku dogodkov
gladek	ADJ	DDDS|gladek|ADJ|2	o snovi
gladek	ADJ	DDDS|gladek|ADJ|3	stilno ali oblikovno dovršen
gladek	ADJ	DDDS|gladek|ADJ|4	o površini
gladek	ADJ	DDDS|gladek|ADJ|5	spolzek
gladina	NOUN	DDDS|gladina|NOUN|1	o borznih indeksih
gladina	NOUN	DDDS|gladina|NOUN|2	površina tekočine
gladina	NOUN	DDDS|gladina|NOUN|3	nivo tekočine
glas	NOUN	DDDS|glas|NOUN|1	o osebnih občutkih
glas	NOUN	DDDS|glas|NOUN|2	akustična enota
glas	NOUN	DDDS|glas|NOUN|3	o volitvah
glas	NOUN	DDDS|glas|NOUN|4	pri živih bitjih
glas	NOUN	DDDS|glas|NOUN|5	nedoločen zvok
glas	NOUN	DDDS|glas|NOUN|6	o glasbilih
glas	NOUN	DDDS|glas|NOUN|7	predstavnik mnenja ali skupine
glasba	NOUN	DDDS|glasba|NOUN|1	glasbeno delo
glasba	NOUN	DDDS|glasba|NOUN|2	umetnost
glasba	NOUN	DDDS|glasba|NOUN|3	o izvajanju glasbenih del
glasben	ADJ	DDDS|glasben|ADJ|1	o glasbi
glasbena industrija	MWE	DDDS|glasbena industrija|MWE|1	dejavnost
glasbena skupina	MWE	DDDS|glasbena skupina|MWE|1	skupina glasbenikov, ki skupaj izvajajo glasbo
glasbeni inštrument	MWE	DDDS|glasbeni inštrument|MWE|1	glasbilo
glasbenica	NOUN	DDDS|glasbenica|NOUN|1	ženska, ki se ukvarja z glasbo
glasbenik	NOUN	DDDS|glasbenik|NOUN|1	kdor se ukvarja z glasbo
glasnica	NOUN	DDDS|glasnica|NOUN|1	o širjenju idej ali nazorov
glasnica	NOUN	DDDS|glasnica|NOUN|2	znanilka
glasnica	NOUN	DDDS|glasnica|NOUN|3	prinašalka novic
glasovanje	NOUN	DDDS|glasovanje|NOUN|1	organizirano izbiranje
glava	NOUN	DDDS|glava|NOUN|1	del rastline
glava	NOUN	DDDS|glava|NOUN|2	del telesa
glaven	ADJ	DDDS|glaven|ADJ|1	najpomembnejši
glaven	ADJ	DDDS|glaven|ADJ|2	osrednji in največji
gledališki	ADJ	DDDS|gledališki|ADJ|1	o gledališču
gledanje	NOUN	DDDS|gledanje|NOUN|1	o odprtih očeh
gledanje	NOUN	DDDS|gledanje|NOUN|2	o vidnem zaznavanju; dojemanju
gledanje	NOUN	DDDS|gledanje|NOUN|3	o pripisovanju pomena
gledati	VERB	DDDS|gledati|VERB|1	o usmerjenosti pogleda
gledati	VERB	DDDS|gledati|VERB|2	o prostorski postavitvi; legi
gledati	VERB	DDDS|gledati|VERB|3	biti pazljiv
gledati	VERB	DDDS|gledati|VERB|4	o pripisovanju pomena
glede	ADV	DDDS|glede|ADV|1	pri pojasnjevanju
glede	ADV	DDDS|glede|ADV|2	upoštevajoč
glista	NOUN	DDDS|glista|NOUN|1	deževnik
glista	NOUN	DDDS|glista|NOUN|2	parazitski črv
glista	NOUN	DDDS|glista|NOUN|3	o človeku
gliva	NOUN	DDDS|gliva|NOUN|1	goba
gliva	NOUN	DDDS|gliva|NOUN|2	organizem
globalen	ADJ	DDDS|globalen|ADJ|1	celostni
globalen	ADJ	DDDS|globalen|ADJ|2	o svetu kot povezani celoti
globalen	ADJ	DDDS|globalen|ADJ|3	o segrevanju Zemlje
globalizacija	NOUN	DDDS|globalizacija|NOUN|1	proces
globok	ADJ	DDDS|globok|ADJ|1	o visoki stopnji
globok	ADJ	DDDS|globok|ADJ|2	o globini
glotalen	ADJ	DDDS|glotalen|ADJ|1	o vrsti glasu
gluh	ADJ	DDDS|gluh|ADJ|1	ki je brez zvoka
gluh	ADJ	DDDS|gluh|ADJ|2	neobčutljiv; neodziven
gluh	ADJ	DDDS|gluh|ADJ|3	nerodoviten; prazen
gluh	ADJ	DDDS|gluh|ADJ|4	o najvišji stopnji, meri
gluh	ADJ	DDDS|gluh|ADJ|5	komaj slišen
gluh	ADJ	DDDS|gluh|ADJ|6	o ignoriranju; neupoštevanju
gluh	ADJ	DDDS|gluh|ADJ|7	o okvari sluha
gnezdišče	NOUN	DDDS|gnezdišče|NOUN|1	o gnezdih živali
gnezdišče	NOUN	DDDS|gnezdišče|NOUN|2	vir dejavnosti; leglo
gobavost	NOUN	DDDS|gobavost|NOUN|1	bolezen
gojiti	VERB	DDDS|gojiti|VERB|1	izvajati; ukvarjati se
gojiti	VERB	DDDS|gojiti|VERB|2	o čustvih
gojiti	VERB	DDDS|gojiti|VERB|3	o rastlinah in živalih
gojiti	VERB	DDDS|gojiti|VERB|4	negovati
gol	NOUN	DDDS|gol|NOUN|1	športni rekvizit
gol	NOUN	DDDS|gol|NOUN|2	športni zadetek
gol	NOUN	DDDS|gol|NOUN|3	območje športnega zadetka
gora	NOUN	DDDS|gora|NOUN|1	visoka vzpetina
gorenje	NOUN	DDDS|gorenje|NOUN|1	o ognju
gorenje	NOUN	DDDS|gorenje|NOUN|2	oddajanje svetlobe
gorenje	NOUN	DDDS|gorenje|NOUN|3	fizikalni proces
goreč	ADJ	DDDS|goreč|ADJ|1	ki žari ali oddaja svetlobo/toploto
goreč	ADJ	DDDS|goreč|ADJ|2	o ognju
goreč	ADJ	DDDS|goreč|ADJ|3	o čustveni intenzivnosti
goreč	ADJ	DDDS|goreč|ADJ|4	o velikem navdušenju, prepričanju
gorivo	NOUN	DDDS|gorivo|NOUN|1	pogonska snov
gorivo	NOUN	DDDS|gorivo|NOUN|2	vir energije
gorovje	NOUN	DDDS|gorovje|NOUN|1	velika količina
gorovje	NOUN	DDDS|gorovje|NOUN|2	skupina gora
gorovje	NOUN	DDDS|gorovje|NOUN|3	višji predeli kopnega
gorski	ADJ	DDDS|gorski|ADJ|1	v športu
gorski	ADJ	DDDS|gorski|ADJ|2	o gori
gospodarski	ADJ	DDDS|gospodarski|ADJ|1	o ekonomiji
gospodarstvo	NOUN	DDDS|gospodarstvo|NOUN|1	o ekonomiji
gospodarstvo	NOUN	DDDS|gospodarstvo|NOUN|2	ekonomsko razvite države
gospodinjstvo	NOUN	DDDS|gospodinjstvo|NOUN|1	dom; hišna opravila
gost	NOUN	DDDS|gost|NOUN|1	kdor je vabljen na obisk, pogostitev
gost	NOUN	DDDS|gost|NOUN|2	o storitvah
gost	NOUN	DDDS|gost|NOUN|3	vse
gost	NOUN	DDDS|gost|NOUN|4	kdor se udeleži dogodka
gost	NOUN	DDDS|gost|NOUN|5	o nasprotni športni ekipi
gost	NOUN	DDDS|gost|NOUN|6	o nastopanju na dogodku
gostitelj	NOUN	DDDS|gostitelj|NOUN|1	organizator javnega dogodka
gostitelj	NOUN	DDDS|gostitelj|NOUN|2	kdor igra na domačem igrišču
gostitelj	NOUN	DDDS|gostitelj|NOUN|3	o zajedalstvu
gostitelj	NOUN	DDDS|gostitelj|NOUN|4	voditelj
gostitelj	NOUN	DDDS|gostitelj|NOUN|5	kdor povabi koga k sebi
gostiti	VERB	DDDS|gostiti|VERB|1	sprejeti v goste
gostiti	VERB	DDDS|gostiti|VERB|2	o organizaciji dogodka
gostiti	VERB	DDDS|gostiti|VERB|3	delati bolj gosto
gostiti	VERB	DDDS|gostiti|VERB|4	predstaviti nekoga v oddaji
gostiti	VERB	DDDS|gostiti|VERB|5	o domačem moštvu
gostiti	VERB	DDDS|gostiti|VERB|6	biti voditelj oddaje
gostota	NOUN	DDDS|gostota|NOUN|1	o kompaktnosti tekočine
gostota	NOUN	DDDS|gostota|NOUN|2	fizikalna količina
gostota	NOUN	DDDS|gostota|NOUN|3	o nakopičenosti, zgoščenosti
gotika	NOUN	DDDS|gotika|NOUN|1	slog
gotika	NOUN	DDDS|gotika|NOUN|2	obdobje
govor	NOUN	DDDS|govor|NOUN|1	o temi pogovora; o debati
govor	NOUN	DDDS|govor|NOUN|2	del narečja
govor	NOUN	DDDS|govor|NOUN|3	o sposobnosti
govor	NOUN	DDDS|govor|NOUN|4	jezik v govorjeni obliki
govor	NOUN	DDDS|govor|NOUN|5	nastop; besedilo
govorec	NOUN	DDDS|govorec|NOUN|1	predstavnik organizacije
govorec	NOUN	DDDS|govorec|NOUN|2	o javnem nastopu
govorec	NOUN	DDDS|govorec|NOUN|3	kdor govori
govorec	NOUN	DDDS|govorec|NOUN|4	o jeziku
govoreč	ADJ	DDDS|govoreč|ADJ|1	o jeziku
govoreč	ADJ	DDDS|govoreč|ADJ|2	o načinu govorjenja
govoreč	ADJ	DDDS|govoreč|ADJ|3	ki govori
govorica	NOUN	DDDS|govorica|NOUN|1	jezik
govorica	NOUN	DDDS|govorica|NOUN|2	način izražanja
govorica	NOUN	DDDS|govorica|NOUN|3	nepotrjena zgodba
govoriti	VERB	DDDS|govoriti|VERB|1	o javnem posredovanju informacij
govoriti	VERB	DDDS|govoriti|VERB|2	o znanju jezika
gozd	NOUN	DDDS|gozd|NOUN|1	območje dreves
gozd	NOUN	DDDS|gozd|NOUN|2	o grafih
gozd	NOUN	DDDS|gozd|NOUN|3	o veliki količini, množici
grad	NOUN	DDDS|grad|NOUN|1	kar ima obliko gradu
grad	NOUN	DDDS|grad|NOUN|2	utrdba
grad	NOUN	DDDS|grad|NOUN|3	veliko bivališče
gradben	ADJ	DDDS|gradben|ADJ|1	o gradnji objektov
graditi	VERB	DDDS|graditi|VERB|1	o izdelavi objektov
graditi	VERB	DDDS|graditi|VERB|2	v telesu
graditi	VERB	DDDS|graditi|VERB|3	ustvarjati
graditi	VERB	DDDS|graditi|VERB|4	izhajati iz česa
gradivo	NOUN	DDDS|gradivo|NOUN|1	dokumenti
gradivo	NOUN	DDDS|gradivo|NOUN|2	o poučevanju
gradivo	NOUN	DDDS|gradivo|NOUN|3	o vsebini
gradivo	NOUN	DDDS|gradivo|NOUN|4	snov; material
gradnja	NOUN	DDDS|gradnja|NOUN|1	izdelovanje objektov
gradnja	NOUN	DDDS|gradnja|NOUN|2	objekt
gradnja	NOUN	DDDS|gradnja|NOUN|3	oblikovanje sistema
gradnja	NOUN	DDDS|gradnja|NOUN|4	sestava
gradnja	NOUN	DDDS|gradnja|NOUN|5	o družbenih odnosih
gradnja	NOUN	DDDS|gradnja|NOUN|6	v telesu
graf	NOUN	DDDS|graf|NOUN|1	o dokumentu; prikazu
graf	NOUN	DDDS|graf|NOUN|2	ponazoritev razmerja ali funkcije s krivuljo
grafika	NOUN	DDDS|grafika|NOUN|1	izdelek
grafika	NOUN	DDDS|grafika|NOUN|2	področje likovne umetnosti
grafika	NOUN	DDDS|grafika|NOUN|3	pri računalniku
grafično	ADV	DDDS|grafično|ADV|1	o grafiki
grafično	ADV	DDDS|grafično|ADV|2	o grafu
grajen	ADJ	DDDS|grajen|ADJ|1	o telesu
grajen	ADJ	DDDS|grajen|ADJ|2	o objektih
grajen	ADJ	DDDS|grajen|ADJ|3	temelječ; izhajajoč iz česa
grajen	ADJ	DDDS|grajen|ADJ|4	o sistemu; infrastrukturi, o organizaciji
grajen	ADJ	DDDS|grajen|ADJ|5	o postavi
gravitacijski	ADJ	DDDS|gravitacijski|ADJ|1	o naravni sili
gravitacijski	ADJ	DDDS|gravitacijski|ADJ|2	o območju vpliva
gregorijanski koledar	MWE	DDDS|gregorijanski koledar|MWE|1	sistem za merjenje časa
greh	NOUN	DDDS|greh|NOUN|1	o napakah, kršitvah
greh	NOUN	DDDS|greh|NOUN|2	o nemoralnih dejanjih
greh	NOUN	DDDS|greh|NOUN|3	kar je nedovoljeno, prepovedano
greh	NOUN	DDDS|greh|NOUN|4	o kršitvi božje zapovedi
grešen	ADJ	DDDS|grešen|ADJ|1	ki ne ustreza verskim kriterijem
grešen	ADJ	DDDS|grešen|ADJ|2	kar označujemo kot nezdravo, neprimerno
grešen	ADJ	DDDS|grešen|ADJ|3	kdor ne ravna v skladu z verskimi dogmami
grešen	ADJ	DDDS|grešen|ADJ|4	kdor krši zakone
gripa	NOUN	DDDS|gripa|NOUN|1	bolezen
griva	NOUN	DDDS|griva|NOUN|1	o laseh
griva	NOUN	DDDS|griva|NOUN|2	o obliki
griva	NOUN	DDDS|griva|NOUN|3	travnata površina; pobočje
griva	NOUN	DDDS|griva|NOUN|4	goba
griva	NOUN	DDDS|griva|NOUN|5	o vodni površini
griva	NOUN	DDDS|griva|NOUN|6	o živalski dlaki
grlo	NOUN	DDDS|grlo|NOUN|1	del dihalne poti
grlo	NOUN	DDDS|grlo|NOUN|2	sprednji del vratu
grlo	NOUN	DDDS|grlo|NOUN|3	kar otežuje pot
grlo	NOUN	DDDS|grlo|NOUN|4	o najožjem delu predmeta
grlo	NOUN	DDDS|grlo|NOUN|5	o osebi oz. glasu
grlo	NOUN	DDDS|grlo|NOUN|6	o nezmožnosti govorjenja oz. neprijetnem občutku
grlo	NOUN	DDDS|grlo|NOUN|7	predel v vratu
grob	ADJ	DDDS|grob|ADJ|1	o fizičnem kontaktu
grob	ADJ	DDDS|grob|ADJ|2	o visoki stopnji
grob	ADJ	DDDS|grob|ADJ|3	približen
grob	ADJ	DDDS|grob|ADJ|4	nedodelan; surov
grob	ADJ	DDDS|grob|ADJ|5	o otipu
grob	ADJ	DDDS|grob|ADJ|6	o obnašanju osebe
grob	ADJ	DDDS|grob|ADJ|7	o zaznavni lastnosti
grob	NOUN	DDDS|grob|NOUN|1	smrt
grob	NOUN	DDDS|grob|NOUN|2	jama
grob	NOUN	DDDS|grob|NOUN|3	mesto pokopanega
grobnica	NOUN	DDDS|grobnica|NOUN|1	o pokopavanju mrtvih
grobnica	NOUN	DDDS|grobnica|NOUN|2	kraj smrti ali konca
grof	NOUN	DDDS|grof|NOUN|1	plemiški naziv
grofica	NOUN	DDDS|grofica|NOUN|1	grofova žena
grofija	NOUN	DDDS|grofija|NOUN|1	posest
grofija	NOUN	DDDS|grofija|NOUN|2	upravna enota
grozovit	ADJ	DDDS|grozovit|ADJ|1	o intenzivnosti
grozovit	ADJ	DDDS|grozovit|ADJ|2	o lastnostih ali podobi
grozovit	ADJ	DDDS|grozovit|ADJ|3	o dejanju
grožnja	NOUN	DDDS|grožnja|NOUN|1	o ustrahovanju
grožnja	NOUN	DDDS|grožnja|NOUN|2	grozeča slutnja
grožnja	NOUN	DDDS|grožnja|NOUN|3	nevarnost
grupoid	NOUN	DDDS|grupoid|NOUN|1	algebrska struktura
gruzijščina	NOUN	DDDS|gruzijščina|NOUN|1	gruzijski jezik
guverner	NOUN	DDDS|guverner|NOUN|1	politični voditelj
gvinejski črv	MWE	DDDS|gvinejski črv|MWE|1	žival
habitat	NOUN	DDDS|habitat|NOUN|1	življenjski prostor
had	NOUN	DDDS|had|NOUN|1	geološka doba
had	NOUN	DDDS|had|NOUN|2	mitološko podzemlje
havbica	NOUN	DDDS|havbica|NOUN|1	pokrivalo
havbica	NOUN	DDDS|havbica|NOUN|2	del ljudske noše
havbica	NOUN	DDDS|havbica|NOUN|3	orožje
havščina	NOUN	DDDS|havščina|NOUN|1	jezik
hebrejščina	NOUN	DDDS|hebrejščina|NOUN|1	jezik
helenističen	ADJ	DDDS|helenističen|ADJ|1	o zgodovinski grški civilizaciji
helenistično obdobje	MWE	DDDS|helenistično obdobje|MWE|1	zgodovinska doba
helij	NOUN	DDDS|helij|NOUN|1	žlahtni plin
helikopter	NOUN	DDDS|helikopter|NOUN|1	letalsko prevozno sredstvo
helmint	NOUN	DDDS|helmint|NOUN|1	parazitski črv
hepatitis C	MWE	DDDS|hepatitis C|MWE|1	bolezen
hepatitis	NOUN	DDDS|hepatitis|NOUN|1	bolezen
heteroseksualec	NOUN	DDDS|heteroseksualec|NOUN|1	o spolni usmerjenosti
hibriden	ADJ	DDDS|hibriden|ADJ|1	o vozilu
hibriden	ADJ	DDDS|hibriden|ADJ|2	o kombinaciji dveh stvari
hidrat	NOUN	DDDS|hidrat|NOUN|1	kemijska spojina
hidrat	NOUN	DDDS|hidrat|NOUN|2	ogljikov hidrat
hidroksid	NOUN	DDDS|hidroksid|NOUN|1	kemijska spojina
hierarhija	NOUN	DDDS|hierarhija|NOUN|1	o organiziranosti elementov
hierarhija	NOUN	DDDS|hierarhija|NOUN|2	razvrstitev česa po pomembnosti
hierarhija	NOUN	DDDS|hierarhija|NOUN|3	razvrstitev po položaju ali funkciji
hierarhija	NOUN	DDDS|hierarhija|NOUN|4	vodstvo organizacije
hierarhija	NOUN	DDDS|hierarhija|NOUN|5	sistem redov angelov
higiena	NOUN	DDDS|higiena|NOUN|1	urejeno stanje
higiena	NOUN	DDDS|higiena|NOUN|2	o priporočljivem ravnanju
higiena	NOUN	DDDS|higiena|NOUN|3	čistoča
higienski	ADJ	DDDS|higienski|ADJ|1	o čistoči
higienski	ADJ	DDDS|higienski|ADJ|2	o priporočljivem ravnanju
himna	NOUN	DDDS|himna|NOUN|1	pesem v čast čemu
himna	NOUN	DDDS|himna|NOUN|2	hvalnica
himna	NOUN	DDDS|himna|NOUN|3	pesem države ali organizacije
hipertenzija	NOUN	DDDS|hipertenzija|NOUN|1	zvišan krvni tlak
hipoteza	NOUN	DDDS|hipoteza|NOUN|1	domneva
hiter	ADJ	DDDS|hiter|ADJ|1	glede na predviden čas postopka
hiter	ADJ	DDDS|hiter|ADJ|2	o opravljanju dela ali poti
hitra hrana	MWE	DDDS|hitra hrana|MWE|1	o načinu priprave jedi
hitro	ADV	DDDS|hitro|ADV|1	nenadno; nepričakovano
hitro	ADV	DDDS|hitro|ADV|2	ki se zgodi v kratkem času
hitro	ADV	DDDS|hitro|ADV|3	nemudoma
hitro	ADV	DDDS|hitro|ADV|4	o opravljanju dela ali poti
hitrost	NOUN	DDDS|hitrost|NOUN|1	o času opravljene poti
hiša	NOUN	DDDS|hiša|NOUN|1	bivališče
hišen	ADJ	DDDS|hišen|ADJ|1	družinski
hišen	ADJ	DDDS|hišen|ADJ|2	o hiši
hišen	ADJ	DDDS|hišen|ADJ|3	domač
hišni ljubljenček	MWE	DDDS|hišni ljubljenček|MWE|1	žival
hkrati	ADV	DDDS|hkrati|ADV|1	istočasno; naenkrat
hkrati	ADV	DDDS|hkrati|ADV|2	uvaja dodatno dejstvo ali nasprotje
hladen	ADJ	DDDS|hladen|ADJ|1	o intenzivnem negativnem doživljanju
hladen	ADJ	DDDS|hladen|ADJ|2	o ravnodušni reakciji
hladen	ADJ	DDDS|hladen|ADJ|3	o načinu obdelave
hladen	ADJ	DDDS|hladen|ADJ|4	o telesnem občutku
hladen	ADJ	DDDS|hladen|ADJ|5	o vremenu
hladen	ADJ	DDDS|hladen|ADJ|6	o osebnostni lastnosti
hladen	ADJ	DDDS|hladen|ADJ|7	ki ne izraža čustev
hladen	ADJ	DDDS|hladen|ADJ|8	o hrani
hladen	ADJ	DDDS|hladen|ADJ|9	odklonilen
hladen	ADJ	DDDS|hladen|ADJ|10	o barvi ali materialu
hladen	ADJ	DDDS|hladen|ADJ|11	o objektivnosti
hladen	ADJ	DDDS|hladen|ADJ|12	o praznosti
hladen	ADJ	DDDS|hladen|ADJ|13	miren; trezen
hladilen	ADJ	DDDS|hladilen|ADJ|1	ki je namenjen hlajenju
hladilen	ADJ	DDDS|hladilen|ADJ|2	o telesnem občutku
hladna vojna	MWE	DDDS|hladna vojna|MWE|1	vojno politično stanje
horizont	NOUN	DDDS|horizont|NOUN|1	o prihodnosti
horizont	NOUN	DDDS|horizont|NOUN|2	obzorje
horizont	NOUN	DDDS|horizont|NOUN|3	o razmejitvi
horizont	NOUN	DDDS|horizont|NOUN|4	skrajni del
horizont	NOUN	DDDS|horizont|NOUN|5	obseg znanja
horizontalen	ADJ	DDDS|horizontalen|ADJ|1	na isti ravni
horizontalen	ADJ	DDDS|horizontalen|ADJ|2	vodoraven
hospitalizacija	NOUN	DDDS|hospitalizacija|NOUN|1	zdravljenje v bolnišnici
hotel	NOUN	DDDS|hotel|NOUN|1	turistični objekt
hoteti	VERB	DDDS|hoteti|VERB|1	želeti uresničiti dejanje
hrabrost	NOUN	DDDS|hrabrost|NOUN|1	lastnost
hrana	NOUN	DDDS|hrana|NOUN|1	kar zaužijemo
hrana	NOUN	DDDS|hrana|NOUN|2	o uživanju hrane
hrana	NOUN	DDDS|hrana|NOUN|3	jed
hranilo	NOUN	DDDS|hranilo|NOUN|1	živilo
hranilo	NOUN	DDDS|hranilo|NOUN|2	snov za razvoj organizma
hraniti	VERB	DDDS|hraniti|VERB|1	o hrani; prehranjevati se
hraniti	VERB	DDDS|hraniti|VERB|2	evidentirati; dokumentirati
hrast	NOUN	DDDS|hrast|NOUN|1	drevo
hrib	NOUN	DDDS|hrib|NOUN|1	velik kup
hrib	NOUN	DDDS|hrib|NOUN|2	vzpetina
hrib	NOUN	DDDS|hrib|NOUN|3	gorski svet
hrib	NOUN	DDDS|hrib|NOUN|4	klanec
hruška	NOUN	DDDS|hruška|NOUN|1	pri boksu
hruška	NOUN	DDDS|hruška|NOUN|2	vrsta kamiona
hruška	NOUN	DDDS|hruška|NOUN|3	del vozila
hruška	NOUN	DDDS|hruška|NOUN|4	sadno drevo
hruška	NOUN	DDDS|hruška|NOUN|5	sadež
hud	ADJ	DDDS|hud|ADJ|1	ki je boleč
humanitaren	ADJ	DDDS|humanitaren|ADJ|1	človekoljuben
humanitaren	ADJ	DDDS|humanitaren|ADJ|2	o stiski ljudi
humanitarna pomoč	MWE	DDDS|humanitarna pomoč|MWE|1	pomoč ljudem v stiski
hčerka	NOUN	DDDS|hčerka|NOUN|1	sorodnica
ideal	NOUN	DDDS|ideal|NOUN|1	najboljša možnost
ideal	NOUN	DDDS|ideal|NOUN|2	ideja popolnosti
ideal	NOUN	DDDS|ideal|NOUN|3	vzor
idealen	ADJ	DDDS|idealen|ADJ|1	najboljši možen
idealen	ADJ	DDDS|idealen|ADJ|2	popoln
ideja	NOUN	DDDS|ideja|NOUN|1	zamisel
ideja	NOUN	DDDS|ideja|NOUN|2	prepričanje
identificirati	VERB	DDDS|identificirati|VERB|1	enačiti; istovetiti
identificirati	VERB	DDDS|identificirati|VERB|2	evidentirati
identificirati	VERB	DDDS|identificirati|VERB|3	določiti identiteto
identificirati	VERB	DDDS|identificirati|VERB|4	odkriti
identiteta	NOUN	DDDS|identiteta|NOUN|1	ime
identiteta	NOUN	DDDS|identiteta|NOUN|2	prepoznavne lastnosti
identiteta	NOUN	DDDS|identiteta|NOUN|3	povezanost; sorodnost
identiteta	NOUN	DDDS|identiteta|NOUN|4	o enačbi
ideološki	ADJ	DDDS|ideološki|ADJ|1	o ideologiji
igla	NOUN	DDDS|igla|NOUN|1	varnostni zatič granate
igla	NOUN	DDDS|igla|NOUN|2	o skali
igla	NOUN	DDDS|igla|NOUN|3	o drogiranju
igla	NOUN	DDDS|igla|NOUN|4	drevesna iglica
igla	NOUN	DDDS|igla|NOUN|5	del strelnega orožja
igla	NOUN	DDDS|igla|NOUN|6	o občutku
igla	NOUN	DDDS|igla|NOUN|7	zaponka
igla	NOUN	DDDS|igla|NOUN|8	o obliki
igla	NOUN	DDDS|igla|NOUN|9	del motorja
igla	NOUN	DDDS|igla|NOUN|10	o akupunkturi
igla	NOUN	DDDS|igla|NOUN|11	o orodju
igla	NOUN	DDDS|igla|NOUN|12	o povzročanju trpljenja
igla	NOUN	DDDS|igla|NOUN|13	konica pripomočka
igla	NOUN	DDDS|igla|NOUN|14	žival
igla	NOUN	DDDS|igla|NOUN|15	za tetoviranje
igla	NOUN	DDDS|igla|NOUN|16	za šivanje
igla	NOUN	DDDS|igla|NOUN|17	kazalec pri napravi
igla	NOUN	DDDS|igla|NOUN|18	medicinski pripomoček
igla	NOUN	DDDS|igla|NOUN|19	živalska bodica
igla	NOUN	DDDS|igla|NOUN|20	pletilka
igra	NOUN	DDDS|igra|NOUN|1	umetniško delo
igra	NOUN	DDDS|igra|NOUN|2	šport
igra	NOUN	DDDS|igra|NOUN|3	računalniška igra
igra	NOUN	DDDS|igra|NOUN|4	športna prireditev
igralec	NOUN	DDDS|igralec|NOUN|1	kdor se pretvarja
igralec	NOUN	DDDS|igralec|NOUN|2	vplivna oseba ali organizacija
igralec	NOUN	DDDS|igralec|NOUN|3	športnik
igralec	NOUN	DDDS|igralec|NOUN|4	v uprizoritvenih umetnostih
igralec	NOUN	DDDS|igralec|NOUN|5	pri igrah
igralen	ADJ	DDDS|igralen|ADJ|1	o računalniški igri
igralna konzola	MWE	DDDS|igralna konzola|MWE|1	računalniški pripomoček
igrati vlogo	MWE	DDDS|igrati vlogo|MWE|1	biti pomemben udeleženec ali dejavnik pri čem
igrati	VERB	DDDS|igrati|VERB|1	za zabavo
igrati	VERB	DDDS|igrati|VERB|2	v športu
igrati	VERB	DDDS|igrati|VERB|3	predvajati
igrati	VERB	DDDS|igrati|VERB|4	o izkoriščanju določene lastnosti
igrati	VERB	DDDS|igrati|VERB|5	o čustvenih odzivih
igrati	VERB	DDDS|igrati|VERB|6	pretvarjati se
igrati	VERB	DDDS|igrati|VERB|7	biti v določeni funkciji
igrati	VERB	DDDS|igrati|VERB|8	ustvarjati glasbo
igrati	VERB	DDDS|igrati|VERB|9	v filmu ali gledališču
iguman	NOUN	DDDS|iguman|NOUN|1	predstojnik pravoslavnega samostana
ikebana	NOUN	DDDS|ikebana|NOUN|1	aranžiranje cvetja
ikebana	NOUN	DDDS|ikebana|NOUN|2	cvetlični aranžma
ilustracija	NOUN	DDDS|ilustracija|NOUN|1	dejavnost
ilustracija	NOUN	DDDS|ilustracija|NOUN|2	slika
ilustracija	NOUN	DDDS|ilustracija|NOUN|3	ponazoritev
