lemma	upos	sense_id	definition
вратар	NOUN	6078f0e081aae24f7f6e833c@vratar-noun-1	Пазач на голямо здание, учреждение; портиер.
вратар	NOUN	6078f0e081aae24f7f6e833c@vratar-noun-2	Футболен играч, който пази да не влезе топката във вратата на неговия отбор.
вратарство	NOUN	61c25b185916e9c201c4c0d9@vratarstvo-noun-1	Дейност на вратар.
вреда	NOUN	6078f0e081aae24f7f6e834b@vreda-noun-1	Загуба, щета.
вреда	NOUN	6078f0e081aae24f7f6e834b@vreda-noun-2	Причинявам вреда, злина на някого или на нещо; повреждам.
вредя	VERB	6078f0e081aae24f7f6e8355@vredya-verb-1	Причинявам вреда, злина на някого или на нещо; повреждам.
вредя	VERB	6078f0e081aae24f7f6e8355@vredya-verb-2	Преча.
вредя	VERB	6078f0e081aae24f7f6e8355@vredya-verb-3	Съдействам на някого да постигне нещо, да се възползва от нещо; настанявам, нареждам.
време	NOUN	6078f0e081aae24f7f6e8359@vreme-noun-1	Само ед. Една от основните форми, в които съществува материята.
време	NOUN	6078f0e081aae24f7f6e8359@vreme-noun-2	Продължителност, траене на всичко, което става, което се извършва и което се измерва със секунди, минути, часове, дни, години и пр.
време	NOUN	6078f0e081aae24f7f6e8359@vreme-noun-3	XXX Π. П. Славейков.
време	NOUN	6078f0e081aae24f7f6e8359@vreme-noun-4	Само ед. Период, част, момент от годината или денонощието.
време	NOUN	6078f0e081aae24f7f6e8359@vreme-noun-5	Исторически момент, епоха.
време	NOUN	6078f0e081aae24f7f6e8359@vreme-noun-6	Само ед. Удобен, сгоден, подходящ момент, когато трябва да стане, да се извърши нещо.
време	NOUN	6078f0e081aae24f7f6e8359@vreme-noun-7	Форма на глагола, чрез която се изразява отношението на действието или състоянието към момента на говоренето.
време	NOUN	6078f0e081aae24f7f6e8359@vreme-noun-8	Състояние на атмосферата с оглед на температура, валежи, ветрове и пр.
време	NOUN	6078f0e081aae24f7f6e8359@vreme-noun-9	Определен период, част от година, месец, денонощие и т. н. или от някакво събитие.
времеви	ADJ	6078f0e081aae24f7f6e835a@vremevi_-adj-1	Който се отнася до време .
временен	ADJ	6078f0e081aae24f7f6e835b@vremenen-adj-1	Който съществува, трае или важи, в сила е до определен срок, не завинаги; който не е постоянен.
временен	ADJ	6078f0e081aae24f7f6e835b@vremenen-adj-2	Който съществува или трае кратко време; краткотраен.
временен	ADJ	6078f0e081aae24f7f6e835b@vremenen-adj-3	За известно време, не постоянно.
временно	ADV	6078f0e081aae24f7f6e835c@vremenno-adv-1	Нареч. от временен.
времетраене	NOUN	6078f0e081aae24f7f6e835d@vremetraene-noun-1	Времето, през което се извършва или продължава нещо.
вроден	ADJ	6078f0e081aae24f7f6e8371@vroden-adj-1	Който съществува от рождение.
връвчица	NOUN	6078f0e081aae24f7f6e8376@vravchitsa-noun-1	Малка връв.
връзка	NOUN	6078f0e081aae24f7f6e837c@vrazka-noun-1	Тясна ивица от плат, от кожа или от усукани нишки и под. за завързване.
връзка	NOUN	6078f0e081aae24f7f6e837c@vrazka-noun-2	Вратовръзка.
връзка	NOUN	6078f0e081aae24f7f6e837c@vrazka-noun-3	Няколко еднакви предмета, вързани заедно.
връзка	NOUN	6078f0e081aae24f7f6e837c@vrazka-noun-4	Вързоп, пакет.
връзка	NOUN	6078f0e081aae24f7f6e837c@vrazka-noun-5	Здрава съединителна тъкан, която свързва органи или части на скелета; лигамент.
връзка	NOUN	6078f0e081aae24f7f6e837c@vrazka-noun-6	Това, което свързва или обуславя дадени неща или явления; общност, обусловеност, взаимозависимост.
връзка	NOUN	6078f0e081aae24f7f6e837c@vrazka-noun-7	Обикн.
връзка	NOUN	6078f0e081aae24f7f6e837c@vrazka-noun-8	Общуване с някого; досег, отношение.
връзка	NOUN	6078f0e081aae24f7f6e837c@vrazka-noun-9	Любовни отношения, любов.
връзка	NOUN	6078f0e081aae24f7f6e837c@vrazka-noun-10	Само мн. Близки отношения с влиятелни лица, на чиято подкрепа, покровителство може да се разчита.
връзка	NOUN	6078f0e081aae24f7f6e837c@vrazka-noun-11	Средство, обикн. техническо, което служи за улесняване на съобщенията.
връзка	NOUN	6078f0e081aae24f7f6e837c@vrazka-noun-12	Лице, което служи за свързване на отделни части на една организация.
връзка	NOUN	6078f0e081aae24f7f6e837c@vrazka-noun-13	Отпращане, препращане за справка.
връстник	NOUN	6078f0e081aae24f7f6e8381@vrastnik-noun-1	Човек на еднаква възраст с друго лице.
връх	NOUN	61c25b185916e9c201c4c0da@vrah-noun-1	Част от планина, от възвишение, по-висока от околната повърхност.
връча	VERB	61b917b8e5ae474692c4c289@vracha-verb-1	Предавам някому нещо на ръка, обикн. призовка, покана, съобщение и под.
връчвам	VERB	6078f0e081aae24f7f6e838f@vrachvam-verb-1	Предавам някому нещо на ръка, обикн. призовка, покана, съобщение и под.
връчване	NOUN	6078f0e081aae24f7f6e8390@vrachvane-noun-1	същ. от връчвам.
връчване	NOUN	6078f0e081aae24f7f6e8390@vrachvane-noun-2	Предаване някому лично, на ръка нещо
връщам се	MWE	6078f0e081aae24f7f6e8393@vrashtam_se-verb-1	Идвам или отивам на мястото, където съм бил.
връщане	NOUN	6078f0e081aae24f7f6e8394@vrashtane-noun-1	Отгл. същ. от връщам и от връщам се.
все	ADV	61c25b185916e9c201c4c0db@vse-adv-1	Пред сравн. степен — за засилване: още повече.
все	ADV	61c25b185916e9c201c4c0db@vse-adv-2	Означава, че някакво действие или състояние продължава да съществува.
всекидневен	ADJ	6078f0e081aae24f7f6e83b3@vsekidneven-adj-1	Който става всеки ден.
всекидневник	NOUN	6078f0e081aae24f7f6e83b5@vsekidnevnik-noun-1	Вестник, който излиза всеки ден.
вселена	NOUN	6078f0e081aae24f7f6e83b7@vselena-noun-1	Целият свят; всемир.
всеобщ	ADJ	6078f0e081aae24f7f6e83cb@vseobsht-adj-1	Който се отнася до всички или се проявява от всички.
всъщност	ADV	6078f0e081aae24f7f6e83fb@vsashtnost-adv-1	В действителност, наистина.
вторичен	ADJ	6078f0e081aae24f7f6e841d@vtorichen-adj-1	Който се явява като следствие от нещо.
вторичен	ADJ	6078f0e081aae24f7f6e841d@vtorichen-adj-2	Който по значение идва на второ място; второстепенен, несъществен.
вторник	NOUN	6078f0e081aae24f7f6e841e@vtornik-noun-1	Вторият ден на седмицата, след понеделник.
вулкан	NOUN	6078f0e081aae24f7f6e8447@vulkan-noun-1	Планински връх, от който изригва лава, пепел и дим.
въведа	VERB	61b917b8e5ae474692c4c2c5@vaveda-verb-1	Поставям начало на нещо.
въвеждам	VERB	6078f0e081aae24f7f6e8468@vavezhdam-verb-1	Водя някого да влезе вътре.
въвеждам	VERB	6078f0e081aae24f7f6e8468@vavezhdam-verb-2	Въвличам, вкарвам.
въвеждам	VERB	6078f0e081aae24f7f6e8468@vavezhdam-verb-3	Поставям начало на нещо.
въглероден	ADJ	6078f0e081aae24f7f6e847a@vagleroden-adj-1	Който се отнася до въглерод.
възвръщам	VERB	6078f0e081aae24f7f6e84b7@vazvrashtam-verb-1	Връщам отново, възстановявам.
възвръщам	VERB	6078f0e081aae24f7f6e84b7@vazvrashtam-verb-2	Π. П. Славейков.
въздействие	NOUN	61c25b185916e9c201c4c0dd@vazdeystvie-noun-1	Действие върху някого с цел да му се повлияе.
въздигане	NOUN	6078f0e081aae24f7f6e84ce@vazdigane-noun-1	Отгл. същ. от въздигам и от въздигам се.
въздух	NOUN	6078f0e081aae24f7f6e84d5@vazduh-noun-1	Газообразно невидимо вещество, което обгръща земното кълбо; атмосфера.
въздух	NOUN	6078f0e081aae24f7f6e84d5@vazduh-noun-2	Свободното пространство над земната повърхност; простор.
въздушен	ADJ	61b917b8e5ae474692c4c2e5@vazdushen-adj-1	Който се състои от въздух.
въздушен	ADJ	61b917b8e5ae474692c4c2e5@vazdushen-adj-2	Който става, действа или се намира във въздуха.
въздушен	ADJ	61b917b8e5ae474692c4c2e5@vazdushen-adj-3	Който действа със сгъстен или разреден въздух; пневматичен.
въздушен	ADJ	61b917b8e5ae474692c4c2e5@vazdushen-adj-4	Лек, ефирен, прозрачен.
въздържам се	MWE	6078f0e081aae24f7f6e84dc@vazdarzham_se-verb-1	Възпирам се от известна постъпка, действие; не давам воля на чувствата, страстите си.
възел	NOUN	6078f0e081aae24f7f6e84e9@vazel-noun-1	Вързано място на конец, връв, кърпа и под.
възел	NOUN	6078f0e081aae24f7f6e84e9@vazel-noun-2	XXX (на конете)
възел	NOUN	6078f0e081aae24f7f6e84e9@vazel-noun-3	Място на кърпа, където е завързано нещо.
възел	NOUN	6078f0e081aae24f7f6e84e9@vazel-noun-4	Място, където се събират или кръстосват съобщителни линии, канали, планински вериги и др.
възел	NOUN	6078f0e081aae24f7f6e84e9@vazel-noun-5	XXX възела и
възел	NOUN	6078f0e081aae24f7f6e84e9@vazel-noun-6	Морска мярка за дължина, равна на 1852 метра, с която се определя скоростта на кораб.
възелче	NOUN	61c25b185916e9c201c4c0de@vazelche-noun-1	Малък възел.
възкача	VERB	61b917b8e5ae474692c4c2eb@vazkacha-verb-1	Възсядам, яхвам.
възкреся	VERB	61b917b8e5ae474692c4c2ee@vazkresya-verb-1	Възраждам за нов живот.
възлагам	VERB	6078f0e081aae24f7f6e8500@vazlagam-verb-1	Поставям нещо в полегнало състояние; полагам.
възлагам	VERB	6078f0e081aae24f7f6e8500@vazlagam-verb-2	Поръчвам някому да извърши нещо.
възлизам	VERB	6078f0e081aae24f7f6e8503@vazlizam-verb-1	възлезеш,
възлизам	VERB	6078f0e081aae24f7f6e8503@vazlizam-verb-2	Вървя нагоре; изкачвам се.
възлизам	VERB	6078f0e081aae24f7f6e8503@vazlizam-verb-3	Достигам до определен брой, наброявам.
възможен	ADJ	6078f0e081aae24f7f6e8517@vazmozhen-adj-1	Който може да се осъществи, да стане, да се случи.
възможен	ADJ	6078f0e081aae24f7f6e8517@vazmozhen-adj-2	Съвкупност от условия или средства, които позволяват да се осъществи нещо.
възможен	ADJ	6078f0e081aae24f7f6e8517@vazmozhen-adj-3	Вероятно, допустимо.
възможно	ADV	6078f0e081aae24f7f6e8519@vazmozhno-adv-1	Нареч. от възможен.
възможност	NOUN	6078f0e081aae24f7f6e851a@vazmozhnost-noun-1	Съвкупност от условия или средства, които позволяват да се осъществи нещо.
възможност	NOUN	6078f0e081aae24f7f6e851a@vazmozhnost-noun-2	Удобен случай.
възможност	NOUN	6078f0e081aae24f7f6e851a@vazmozhnost-noun-3	Само мн. Лични способности, дарба.
възнаграждавам	VERB	6078f0e081aae24f7f6e8527@vaznagrazhdavam-verb-1	Давам възнаграждение.
възниквам	VERB	6078f0e081aae24f7f6e8533@vaznikvam-verb-1	Появявам се, зараждам се.
възникна	VERB	61b917b8e5ae474692c4c2ff@vaznikna-verb-1	Появявам се, зараждам се.
възобновяем	ADJ	61c25b185916e9c201c4c0df@vazobnovyaem-adj-1	Който има свойството да се обновява.
възпаление	NOUN	6078f0e081aae24f7f6e853b@vazpalenie-noun-1	Болестен процес, съпроводен с повишение на температурата, подуване, болка и силно зачервяване на засегнатата част на тялото.
възползвам се	MWE	6078f0e081aae24f7f6e8552@vazpolzvam_se-verb-1	Извличам полза от нещо.
възпрепятствам	VERB	6078f0e081aae24f7f6e8559@vazprepyatstvam-verb-1	Правя спънки; преча, попречвам.
възприемам	VERB	6078f0e081aae24f7f6e855e@vazpriemam-verb-1	Получавам възприятия.
възприемам	VERB	6078f0e081aae24f7f6e855e@vazpriemam-verb-2	(картината на Ниагара)
възприемам	VERB	6078f0e081aae24f7f6e855e@vazpriemam-verb-3	Съгласявам се, приемам.
възражение	NOUN	6078f0e081aae24f7f6e856e@vazrazhenie-noun-1	Изказване, израз на несъгласие, оспорване на известно твърдение.
възраст	NOUN	6078f0e081aae24f7f6e8571@vazrast-noun-1	Времето от раждането на човек или животно до определен момент.
възрастен	ADJ	6078f0e081aae24f7f6e8574@vazrasten-adj-1	Който е в зряла или напреднала възраст, не е млад.
възрастен	ADJ	6078f0e081aae24f7f6e8574@vazrasten-adj-2	Лице в зряла или напреднала възраст.
възрастен	NOUN	6078f0e081aae24f7f6e8575@vazrasten-noun-1	Лице в зряла или напреднала възраст.
възрастов	ADJ	61c25b185916e9c201c4c0e1@vazrastov-adj-1	Който се определя от възрастта, свързан е с възрастта.
възрастов	ADJ	61c25b185916e9c201c4c0e1@vazrastov-adj-2	Който се определя от възрастта, свързан е с възрастта.
възстановя	VERB	61b917b8e5ae474692c4c314@vazstanovya-verb-1	Възвръщам в предишното състояние; възобновявам.
възстановявам	VERB	6078f0e081aae24f7f6e8591@vazstanovyavam-verb-1	Възвръщам в предишното състояние; възобновявам.
възстановявам	VERB	6078f0e081aae24f7f6e8591@vazstanovyavam-verb-2	Придобивам отново предишното си състояние или предишния си вид, които временно съм бил изгубил.
възстановявам	VERB	6078f0e081aae24f7f6e8591@vazstanovyavam-verb-3	Придобивам отново предишното си състояние или предишния си вид, които временно съм бил изгубил.
възстановяване	NOUN	6078f0e081aae24f7f6e8592@vazstanovyavane-noun-1	Отгл. същ. от възстановявам и от възстановявам се.
възхищавам се	MWE	6078f0e081aae24f7f6e85ae@vazhishtavam_se-verb-1	Изпитвам възхищение, възторг.
вълна	NOUN	6078f0e081aae24f7f6e85c0@valna-noun-1	Гъст влакнест пласт, който покрива тялото на овца и на някои други животни, обикн. остриган.
вълна	NOUN	6078f0e081aae24f7f6e85c0@valna-noun-2	Възвишение, образувано при раздвижване на водна повърхност.
вълна	NOUN	6078f0e081aae24f7f6e85c0@valna-noun-3	Нещо, което се движи, като приижда и отминава.
вълна	NOUN	6078f0e081aae24f7f6e85c0@valna-noun-4	Движение на тълпа, на множество.
вълна	NOUN	6078f0e081aae24f7f6e85c0@valna-noun-5	Засилена в известен миг проява на чувство.
вълна	NOUN	6078f0e081aae24f7f6e85c0@valna-noun-6	Съвкупност от последователни концентрични движения на една физическа среда, причинени от тласък в известна точка.
вълнувам	VERB	61b917b8e5ae474692c4c31b@valnuvam-verb-1	Причинявам вълнообразно движение.
вълнувам	VERB	61b917b8e5ae474692c4c31b@valnuvam-verb-2	Предизвиквам силни чувства.
вълнувам	VERB	61b917b8e5ae474692c4c31b@valnuvam-verb-3	Подбуждам към размирици, към бунт.
външен	ADJ	6078f0e081aae24f7f6e85e2@vanshen-adj-1	Който се намира отвън.
външен	ADJ	6078f0e081aae24f7f6e85e2@vanshen-adj-2	вътрешен.
външен	ADJ	6078f0e081aae24f7f6e85e2@vanshen-adj-3	Който се вижда отвън.
външен	ADJ	6078f0e081aae24f7f6e85e2@vanshen-adj-4	Чужд, не свой.
външен	ADJ	6078f0e081aae24f7f6e85e2@vanshen-adj-5	Който се намира отвън, върху страната, която е отвън или върху горната страна, върху повърхността на предмет.
въображение	NOUN	6078f0e081aae24f7f6e85e6@vaobrazhenie-noun-1	Само ед. Способност мислено да се представят или създават образи; фантазия.
въображение	NOUN	6078f0e081aae24f7f6e85e6@vaobrazhenie-noun-2	Нещо измислено, недействително.
въпрос	NOUN	6078f0e081aae24f7f6e8602@vapros-noun-1	Питане, с което се иска отговор.
въпрос	NOUN	6078f0e081aae24f7f6e8602@vapros-noun-2	Положение, което е предмет на проучване, разглеждане и разрешение; проблем.
въпрос	NOUN	6078f0e081aae24f7f6e8602@vapros-noun-3	Обстоятелство, което зависи от нещо или се отнася до нещо.
вървя	VERB	6078f0e081aae24f7f6e8614@varvya-verb-1	Прокарвам през нещо връв, конец, ластик и др.; навървям.
върлувам	VERB	61b917b8e5ae474692c4c328@varluvam-verb-1	Действам буйно, жестоко; вилнея.
въртене	NOUN	6078f0e081aae24f7f6e8622@vartene-noun-1	Отгл. същ. от въртя и от въртя се.
върховен	ADJ	6078f0e081aae24f7f6e8630@varhoven-adj-1	Най-висш, най-главен, най-важен.
върховенство	NOUN	6078f0e081aae24f7f6e8631@varhovenstvo-noun-1	Върховна власт; господство.
върша	VERB	6078f0e081aae24f7f6e8632@varsha-verb-1	Правя, работя нещо; действам.
въстание	NOUN	6078f0e081aae24f7f6e8641@vastanie-noun-1	Организирана въоръжена борба срещу властта.
вътре	ADV	6078f0e081aae24f7f6e8649@vatre-adv-1	В обсега, в пределите на нещо.
вътре	ADV	6078f0e081aae24f7f6e8649@vatre-adv-2	вън.
вътрешен	ADJ	6078f0e081aae24f7f6e864a@vatreshen-adj-1	Който се намира или се извършва вътре, отвътре.
вътрешен	ADJ	6078f0e081aae24f7f6e864a@vatreshen-adj-2	XXX външен.
вътрешен	ADJ	6078f0e081aae24f7f6e864a@vatreshen-adj-3	Който е присъщ, свойствен само на определен обект или явление; специфичен.
вътрешен	ADJ	6078f0e081aae24f7f6e864a@vatreshen-adj-4	Душевен, нравствен.
вътрешен	ADJ	6078f0e081aae24f7f6e864a@vatreshen-adj-5	XXX Π. П. Славейков.
вътрешен	ADJ	6078f0e081aae24f7f6e864a@vatreshen-adj-6	Който е свой, близък на известна среда.
вътрешен	ADJ	6078f0e081aae24f7f6e864a@vatreshen-adj-7	Който се отнася до разпоредби вътре в държавата или в някоя организация.
вътрешен	ADJ	6078f0e081aae24f7f6e864a@vatreshen-adj-8	Който се отнася до дейност вътре в държава, учреждение, предприятие.
вътрешен	ADJ	6078f0e081aae24f7f6e864a@vatreshen-adj-9	Който се отнася до дейност вътре в държава, учреждение, предприятие
вътрешновидов	ADJ	61c25b185916e9c201c4c0e2@vatreshnovidov-adj-1	Който се извършва, става в пределите на даден вид.
вътрешногермански	ADJ	61c25b185916e9c201c4c0e3@vatreshnogermanski-adj-1	Който е вътре в територията на Германия.
вътрешност	NOUN	6078f0e081aae24f7f6e864c@vatreshnost-noun-1	Само ед. Това, което се намира вътре в нещо.
вътрешност	NOUN	6078f0e081aae24f7f6e864c@vatreshnost-noun-2	Само мн. Вътрешни органи на тялото.
вяра	NOUN	6078f0e081aae24f7f6e865b@vyara-noun-1	Само ед. Твърдо убеждение в съществуването, осъществяването или истинността на нещо.
вяра	NOUN	6078f0e081aae24f7f6e865b@vyara-noun-2	Само ед. Увереност, доверие.
вяра	NOUN	6078f0e081aae24f7f6e865b@vyara-noun-3	Само ед. Убеждение, че създадените от религията или фантазията представи определят действителността.
вяра	NOUN	6078f0e081aae24f7f6e865b@vyara-noun-4	Религия, вероизповедание.
вярвам	VERB	6078f0e081aae24f7f6e865c@vyarvam-verb-1	Убеден съм в съществуването или осъществяването на нещо; приемам нещо за истина.
вярвам	VERB	6078f0e081aae24f7f6e865c@vyarvam-verb-2	Имам доверие някому, уверен съм в нещо.
вярвам	VERB	6078f0e081aae24f7f6e865c@vyarvam-verb-3	Мисля, смятам, допускам.
вярвам	VERB	6078f0e081aae24f7f6e865c@vyarvam-verb-4	Убеден съм в съществуването на свръхестествени, фантастични сили или същества.
вярвам	ADV	61c25b185916e9c201c4c0e4@vyarvam-adv-1	Мисля, смятам, допускам.
вятър	NOUN	6078f0e081aae24f7f6e8663@vyatar-noun-1	Силно или по-слабо движение на въздуха, обикн. успоредно със земята.
вятър	NOUN	6078f0e081aae24f7f6e8663@vyatar-noun-2	Изкуствено раздвижен въздух.
газ	NOUN	6078f0e081aae24f7f6e868b@gaz-noun-1	Въздухообразно тяло, което при обикновена температура и налягане не се променя.
газ	NOUN	6078f0e081aae24f7f6e868b@gaz-noun-2	Само мн. Газообразни отделяния в стомаха или червата у човека и животните.
газ	NOUN	6078f0e081aae24f7f6e868b@gaz-noun-3	Тънък, прозрачен плат от коприна или памук.
газ	NOUN	6078f0e081aae24f7f6e868b@gaz-noun-4	Течност за горене, която се получава при преработката на нефта; петрол.
галактика	NOUN	6078f0e081aae24f7f6e86a6@galaktika-noun-1	система, към която принадлежи Слънцето; Млечен път.
галактика	NOUN	6078f0e081aae24f7f6e86a6@galaktika-noun-2	друга звездна система.
галактика	NOUN	6078f0e081aae24f7f6e86a6@galaktika-noun-3	Система от звезди и междузвездна материя.
галактика	NOUN	6078f0e081aae24f7f6e86a6@galaktika-noun-4	Съвкупност, система от звезди и междузвездна материя
гама	NOUN	6078f0e081aae24f7f6e86c9@gama-noun-1	Последователен възходящ или низходящ ред от тонове в пределите на една или на няколко октави.
гама	NOUN	6078f0e081aae24f7f6e86c9@gama-noun-2	Последователен ред от разновидности на еднородни явления или качества.
гарантирам	VERB	6078f0e081aae24f7f6e86d7@garantiram-verb-1	Давам гаранция за някого.
гарантирам	VERB	6078f0e081aae24f7f6e86d7@garantiram-verb-2	Отговарям за някого, че е честен и благонадежден човек.
гарантирам	VERB	6078f0e081aae24f7f6e86d7@garantiram-verb-3	Осигурявам, обезпечавам нещо.
гарантиране	NOUN	6078f0e081aae24f7f6e86d8@garantirane-noun-1	Отгл. същ. от гарантирам.
гастроентерит	NOUN	6078f0e081aae24f7f6e86f5@gastroenterit-noun-1	Възпаление на слизестата обвивка на стомаха и тънките черва.
гаубица	NOUN	6078f0e081aae24f7f6e8700@gaubitsa-noun-1	Вид артилерийско оръдие за стрелба със стръмна траектория.
гвардия	NOUN	6078f0e081aae24f7f6e8708@gvardiya-noun-1	Отбрана, елитна войска.
гей	NOUN	61c25b185916e9c201c4c0e5@gey-noun-1	Лице с хомосексуална ориентация, наклонности; хомосексуалист.
гейша	NOUN	61c25b185916e9c201c4c0e6@geysha-noun-1	Професионална японска танцьорка и певица в чаен дом.
ген	NOUN	61c25b185916e9c201c4c0e7@gen-noun-1	Елементарна единица на наследствеността, която определя строежа на един от белтъците на живата клетка и с това участва във формирането на признаците или свойствата на организма.
генен	ADJ	6078f0e081aae24f7f6e8723@genen-adj-1	Който се отнася до ген.
генерал	NOUN	6078f0e081aae24f7f6e8724@general-noun-1	Звание на висш офицер, по-високо от полковник.
генерал	NOUN	6078f0e081aae24f7f6e8724@general-noun-2	Лице, което има звание генерал.
генерален	ADJ	6078f0e081aae24f7f6e8726@generalen-adj-1	Главен, общ.
генерален	ADJ	6078f0e081aae24f7f6e8726@generalen-adj-2	Който е най-главен, най-съществен, най-важен.
генетичен	ADJ	6078f0e081aae24f7f6e8732@genetichen-adj-1	от генетика.
генетичен	ADJ	6078f0e081aae24f7f6e8732@genetichen-adj-2	Който се отнася до генетика.
генетичен	ADJ	6078f0e081aae24f7f6e8732@genetichen-adj-3	Който се отнася до генетика или до ген.
гениалност	NOUN	6078f0e081aae24f7f6e8737@genialnost-noun-1	Качество на гениален.
гениталии	NOUN	61c25b185916e9c201c4c0e8@genitalii-noun-1	Полови, детеродни органи.
географ	NOUN	6078f0e081aae24f7f6e8739@geograf-noun-1	Учен, специалист по география.
географски	ADJ	6078f0e081aae24f7f6e873e@geografski-adj-1	Който се отнася до географ и до география.
географски	ADJ	6078f0e081aae24f7f6e873e@geografski-adj-2	Който е свързан с местоположение.
геолог	NOUN	6078f0e081aae24f7f6e8740@geolog-noun-1	Учен, специалист по геология.
геоложки	ADJ	6078f0e081aae24f7f6e8745@geolozhki-adj-1	Който се отнася до геолог и до геология.
геометричен	ADJ	6078f0e081aae24f7f6e8746@geometrichen-adj-1	Който се отнася до геометрия.
геотермален	ADJ	6078f0e081aae24f7f6e8749@geotermalen-adj-1	Който е свързан с топлината, отделяща се от вътрешността на земята, от земната мантия.
германец	NOUN	6078f0e081aae24f7f6e875c@germanets-noun-1	Лице от основното население на Германия; немец.
германски	ADJ	6078f0e081aae24f7f6e8769@germanski-adj-1	Който се отнася до Германия и до германец.
германски	ADJ	6078f0e081aae24f7f6e8769@germanski-adj-2	Който се отнася до германци, англичани, холандци, датчани и скандинавци (близки по произход и език).
героиня	NOUN	6078f0e081aae24f7f6e8770@geroinya-noun-1	Жена герой.
герой	NOUN	61c25b185916e9c201c4c0e9@geroy-noun-1	Лице, което се отличава с изключителна смелост, доблест и храброст.
гигант	NOUN	6078f0e081aae24f7f6e877a@gigant-noun-1	Същество с огромен ръст и свръхчовешки сили; исполин, великан.
гигант	NOUN	6078f0e081aae24f7f6e877a@gigant-noun-2	Човек едър, с необикновен ръст.
гигант	NOUN	6078f0e081aae24f7f6e877a@gigant-noun-3	Личност с изключително значение.
гигант	NOUN	6078f0e081aae24f7f6e877a@gigant-noun-4	Нещо грамадно по размери.
гилотинирам	VERB	6078f0e081aae24f7f6e8788@gilotiniram-verb-1	Отсичам някому главата на гилотина.
гимназия	NOUN	6078f0e081aae24f7f6e878d@gimnaziya-noun-1	Средно общообразователно или специално учебно заведение.
гимназия	NOUN	6078f0e081aae24f7f6e878d@gimnaziya-noun-2	Сграда, в която се помества такова училище.
глава	NOUN	6078f0e081aae24f7f6e87d0@glava-noun-1	Горна или предна част на тялото на човек или на животно, където се намират устата, мозъкът и повечето сетивни органи.
глава	NOUN	6078f0e081aae24f7f6e87d0@glava-noun-2	Горната част на главата; теме.
глава	NOUN	6078f0e081aae24f7f6e87d0@glava-noun-3	Предна, челна част.
глава	NOUN	6078f0e081aae24f7f6e87d0@glava-noun-4	Умствени способности; ум, разсъдък.
глава	NOUN	6078f0e081aae24f7f6e87d0@glava-noun-5	Само ед. Лице, което стои на чело на семейство, колектив, организация и под.
глава	NOUN	6078f0e081aae24f7f6e87d0@glava-noun-6	Като бройна единица, обикн. за добитък.
глава	NOUN	6078f0e081aae24f7f6e87d0@glava-noun-7	Надебелена част от някакъв зеленчук, обикн. с валчеста форма.
глава	NOUN	6078f0e081aae24f7f6e87d0@glava-noun-8	Разширена крайна част на гвоздей, бурма и др.
глава	NOUN	6078f0e081aae24f7f6e87d0@glava-noun-9	Отделна част на книга, на съчинение.
глава	NOUN	6078f0e081aae24f7f6e87d0@glava-noun-10	За прежда —
глава	NOUN	6078f0e081aae24f7f6e87d0@glava-noun-11	Част от гранче намотана прежда, 60 нишки.б) Наснована прежда за тъкане — 120 нишки на кросното.в) На стан — нишките, прокарани през 30 зъбци на кросното.
глава	NOUN	6078f0e081aae24f7f6e87d0@glava-noun-12	Човек, личност като носител на известни качества.
главен	ADJ	6078f0e081aae24f7f6e87d4@glaven-adj-1	Който е пръв по положение, който стои на чело; най-важен.
главен	ADJ	6078f0e081aae24f7f6e87d4@glaven-adj-2	Основен, съществен.
главно	ADV	6078f0e081aae24f7f6e87de@glavno-adv-1	Преди всичко, предимно, най-вече.
глад	NOUN	6078f0e081aae24f7f6e87f2@glad-noun-1	Силно усещане на нужда от храна.
глад	NOUN	6078f0e081aae24f7f6e87f2@glad-noun-2	Продължително недояждане поради недостиг на храна, неплодородие или социално бедствие.
глад	NOUN	6078f0e081aae24f7f6e87f2@glad-noun-3	Недостиг, остра нужда от нещо.
гладък	ADJ	6078f0e081aae24f7f6e8806@gladak-adj-1	Който има съвсем равна повърхност, който е без всякакви грапавини; равен.
гладък	ADJ	6078f0e081aae24f7f6e8806@gladak-adj-2	грапав.
гладък	ADJ	6078f0e081aae24f7f6e8806@gladak-adj-3	Който леко и свободно се чете; плавен.
гладък	ADJ	6078f0e081aae24f7f6e8806@gladak-adj-4	Безпрепятствено.
глас	NOUN	6078f0e081aae24f7f6e8810@glas-noun-1	Звук, произведен от гласовите органи у човек или животно.
глас	NOUN	6078f0e081aae24f7f6e8810@glas-noun-2	Способност за пеене.
глас	NOUN	6078f0e081aae24f7f6e8810@glas-noun-3	Звук, шум от нещо.
глас	NOUN	6078f0e081aae24f7f6e8810@glas-noun-4	Една от две или от няколко мелодии в музикална пиеса при хорово пеене.
глас	NOUN	6078f0e081aae24f7f6e8810@glas-noun-5	Мелодия.
глас	NOUN	6078f0e081aae24f7f6e8810@glas-noun-6	Проява на вътрешно чувство, инстинкт или съвест.
глас	NOUN	6078f0e081aae24f7f6e8810@glas-noun-7	Зов, призив, повик.
глас	NOUN	6078f0e081aae24f7f6e8810@glas-noun-8	При гласуване — израз на волята на едно лице при вземане на някакво решение.
глас	NOUN	6078f0e081aae24f7f6e8810@glas-noun-9	Изразената по тоя начин воля, съгласие, мнение.
