lemma	upos	sense_id	definition
declaration	NOUN	609311890eca64ed92951c91@609311890eca64ed92951c91-0	a statement that is emphatic and explicit (spoken or written)
declaration	NOUN	609311890eca64ed92951c91@609311890eca64ed92951c91-1	(law) unsworn statement that can be admitted in evidence in a legal transaction
declaration	NOUN	609311890eca64ed92951c91@609311890eca64ed92951c91-2	a statement of taxable goods or of dutiable properties
declaration	NOUN	609311890eca64ed92951c91@609311890eca64ed92951c91-3	(contract bridge) the highest bid becomes the contract setting the number of tricks that the bidder must make
declaration	NOUN	609311890eca64ed92951c91@609311890eca64ed92951c91-4	a formal public statement
declaration	NOUN	609311890eca64ed92951c91@609311890eca64ed92951c91-5	a formal expression by a meeting; agreed to by a vote
declare	VERB	609311890eca64ed92951c9a@609311890eca64ed92951c9a-0	state emphatically and authoritatively
declare	VERB	609311890eca64ed92951c9a@609311890eca64ed92951c9a-1	announce publicly or officially
declare	VERB	609311890eca64ed92951c9a@609311890eca64ed92951c9a-2	state firmly
declare	VERB	609311890eca64ed92951c9a@609311890eca64ed92951c9a-3	declare to be
declare	VERB	609311890eca64ed92951c9a@609311890eca64ed92951c9a-4	authorize payments of
declare	VERB	609311890eca64ed92951c9a@609311890eca64ed92951c9a-5	designate (a trump suit or no-trump) with the final bid of a hand
declare	VERB	609311890eca64ed92951c9a@609311890eca64ed92951c9a-6	make a declaration (of dutiable goods) to a customs official
declare	VERB	609311890eca64ed92951c9a@609311890eca64ed92951c9a-7	proclaim one's support, sympathy, or opinion for or against
decline	NOUN	609311890eca64ed92951ca4@609311890eca64ed92951ca4-0	change toward something smaller or lower
decline	NOUN	609311890eca64ed92951ca4@609311890eca64ed92951ca4-1	a condition inferior to an earlier condition; a gradual falling off from a better state; decline
decline	NOUN	609311890eca64ed92951ca4@609311890eca64ed92951ca4-2	a gradual decrease; as of stored charge or current
decline	NOUN	609311890eca64ed92951ca4@609311890eca64ed92951ca4-3	a downward slope or bend
decline	VERB	609311890eca64ed92951ca5@609311890eca64ed92951ca5-0	grow worse
decline	VERB	609311890eca64ed92951ca5@609311890eca64ed92951ca5-1	not accept as true
decline	VERB	609311890eca64ed92951ca5@609311890eca64ed92951ca5-2	show unwillingness towards
decline	VERB	609311890eca64ed92951ca5@609311890eca64ed92951ca5-3	grow smaller
decline	VERB	609311890eca64ed92951ca5@609311890eca64ed92951ca5-4	go down
decline	VERB	609311890eca64ed92951ca5@609311890eca64ed92951ca5-5	fall in value
decline	VERB	609311890eca64ed92951ca5@609311890eca64ed92951ca5-6	inflect for number, gender, case, etc.
decorate	VERB	609311890eca64ed92951cdd@609311890eca64ed92951cdd-0	make more attractive by adding ornament, colour, etc.
decorate	VERB	609311890eca64ed92951cdd@609311890eca64ed92951cdd-1	be beautiful to look at
decorate	VERB	609311890eca64ed92951cdd@609311890eca64ed92951cdd-2	award a mark of honor, such as a medal, to
decorate	VERB	609311890eca64ed92951cdd@609311890eca64ed92951cdd-3	provide with decoration
decoration	NOUN	609311890eca64ed92951cdf@609311890eca64ed92951cdf-0	something used to beautify
decoration	NOUN	609311890eca64ed92951cdf@609311890eca64ed92951cdf-1	an award for winning a championship or commemorating some other event
decoration	NOUN	609311890eca64ed92951cdf@609311890eca64ed92951cdf-2	the act of decorating something (in the hope of making it more attractive)
decrease	NOUN	609311890eca64ed92951cee@609311890eca64ed92951cee-0	a change downward
decrease	NOUN	609311890eca64ed92951cee@609311890eca64ed92951cee-1	a process of becoming smaller or shorter
decrease	NOUN	609311890eca64ed92951cee@609311890eca64ed92951cee-2	the amount by which something decreases
decrease	NOUN	609311890eca64ed92951cee@609311890eca64ed92951cee-3	the act of decreasing or reducing something
decrease	VERB	609311890eca64ed92951cef@609311890eca64ed92951cef-0	decrease in size, extent, or range
decrease	VERB	609311890eca64ed92951cef@609311890eca64ed92951cef-1	make become smaller
decreased	ADJ	609311890eca64ed92951cf0@609311890eca64ed92951cf0-0	made less in size or amount or degree
decreasing	ADJ	609311890eca64ed92951cf1@609311890eca64ed92951cf1-0	becoming less or smaller
decreasing	ADJ	609311890eca64ed92951cf1@609311890eca64ed92951cf1-1	(music) decreasing in tempo and/or volume
dedicate	VERB	609311890eca64ed92951d0f@609311890eca64ed92951d0f-0	give entirely to a specific person, activity, or cause
dedicate	VERB	609311890eca64ed92951d0f@609311890eca64ed92951d0f-1	open to public use, as of a highway, park, or building
dedicate	VERB	609311890eca64ed92951d0f@609311890eca64ed92951d0f-2	inscribe or address by way of compliment
dedicate	VERB	609311890eca64ed92951d0f@609311890eca64ed92951d0f-3	set apart to sacred uses with solemn rites, of a church
dedicated	ADJ	609311890eca64ed92951d10@609311890eca64ed92951d10-0	devoted to a cause or ideal or purpose
dedicated	ADJ	609311890eca64ed92951d10@609311890eca64ed92951d10-1	solemnly dedicated to or set apart for a high or sacred purpose
deed	NOUN	609311890eca64ed92951d1e@609311890eca64ed92951d1e-0	a legal document signed and sealed and delivered to effect a transfer of property and to show the legal right to possess it
deed	NOUN	609311890eca64ed92951d1e@609311890eca64ed92951d1e-1	something that people do or cause to happen
deem	VERB	609311890eca64ed92951d25@609311890eca64ed92951d25-0	keep in mind or convey as a conviction or view
deep	ADJ	609311890eca64ed92951d26@609311890eca64ed92951d26-0	marked by depth of thinking
deep	ADJ	609311890eca64ed92951d26@609311890eca64ed92951d26-1	very distant in time or space
deep	ADJ	609311890eca64ed92951d26@609311890eca64ed92951d26-2	intense or extreme
deep	ADJ	609311890eca64ed92951d26@609311890eca64ed92951d26-3	having or denoting a low vocal or instrumental range
deep	ADJ	609311890eca64ed92951d26@609311890eca64ed92951d26-4	strong; intense
deep	ADJ	609311890eca64ed92951d26@609311890eca64ed92951d26-5	relatively thick from top to bottom
deep	ADJ	609311890eca64ed92951d26@609311890eca64ed92951d26-6	extending relatively far inward
deep	ADJ	609311890eca64ed92951d26@609311890eca64ed92951d26-7	(of darkness) densely dark
deep	ADJ	609311890eca64ed92951d26@609311890eca64ed92951d26-8	large in quantity or size
deep	ADJ	609311890eca64ed92951d26@609311890eca64ed92951d26-9	with head or back bent low
deep	ADJ	609311890eca64ed92951d26@609311890eca64ed92951d26-10	of an obscure nature
deep	ADJ	609311890eca64ed92951d26@609311890eca64ed92951d26-11	difficult to penetrate; incomprehensible to one of ordinary understanding or knowledge
deep	ADJ	609311890eca64ed92951d26@609311890eca64ed92951d26-12	exhibiting great cunning usually with secrecy
deep	ADJ	609311890eca64ed92951d26@609311890eca64ed92951d26-13	relatively deep or strong; affecting one deeply
deep	ADJ	609311890eca64ed92951d26@609311890eca64ed92951d26-14	having great spatial extension or penetration downward or inward from an outer surface or backward or laterally or outward from a center; sometimes used in combination
defeat	NOUN	609311890eca64ed92951d7a@609311890eca64ed92951d7a-0	an unsuccessful ending to a struggle or contest
defeat	NOUN	609311890eca64ed92951d7a@609311890eca64ed92951d7a-1	the feeling that accompanies an experience of being thwarted in attaining your goals
defeat	VERB	609311890eca64ed92951d7b@609311890eca64ed92951d7b-0	win a victory over
defeat	VERB	609311890eca64ed92951d7b@609311890eca64ed92951d7b-1	thwart the passage of
defence	NOUN	609311890eca64ed92951d8f@609311890eca64ed92951d8f-0	(psychiatry) an unconscious process that tries to reduce the anxiety associated with instinctive desires
defence	NOUN	609311890eca64ed92951d8f@609311890eca64ed92951d8f-1	(sports) the team that is trying to prevent the other team from scoring
defence	NOUN	609311890eca64ed92951d8f@609311890eca64ed92951d8f-2	the defendant and his legal advisors collectively
defence	NOUN	609311890eca64ed92951d8f@609311890eca64ed92951d8f-3	an organization of defenders that provides resistance against attack
defence	NOUN	609311890eca64ed92951d8f@609311890eca64ed92951d8f-4	the speech act of answering an attack on your assertions
defence	NOUN	609311890eca64ed92951d8f@609311890eca64ed92951d8f-5	the justification for some act or belief
defence	NOUN	609311890eca64ed92951d8f@609311890eca64ed92951d8f-6	a structure used to defend against attack
defence	NOUN	609311890eca64ed92951d8f@609311890eca64ed92951d8f-7	a defendant's answer or plea denying the truth of the charges against him
defence	NOUN	609311890eca64ed92951d8f@609311890eca64ed92951d8f-8	(military) military action or resources protecting a country against potential enemies
defence	NOUN	609311890eca64ed92951d8f@609311890eca64ed92951d8f-9	protection from harm
defence	NOUN	609311890eca64ed92951d8f@609311890eca64ed92951d8f-10	the act of defending someone or something against attack or injury
defence policy	MWE	609311890eca64ed92951d92@609311890eca64ed92951d92-0	a program for defending a country against its enemies
defend	VERB	609311890eca64ed92951d9a@609311890eca64ed92951d9a-0	argue or speak in defense of
defend	VERB	609311890eca64ed92951d9a@609311890eca64ed92951d9a-1	be on the defensive; act against an attack
defend	VERB	609311890eca64ed92951d9a@609311890eca64ed92951d9a-2	protect against a challenge or attack
defend	VERB	609311890eca64ed92951d9a@609311890eca64ed92951d9a-3	fight against or resist strongly
defend	VERB	609311890eca64ed92951d9a@609311890eca64ed92951d9a-4	protect or fight for as a champion
defend	VERB	609311890eca64ed92951d9a@609311890eca64ed92951d9a-5	be the defense counsel for someone in a trial
defend	VERB	609311890eca64ed92951d9a@609311890eca64ed92951d9a-6	state or assert
defendable	ADJ	609311890eca64ed92951d9b@609311890eca64ed92951d9b-0	capable of being defended
defense	NOUN	609311890eca64ed92951da2@609311890eca64ed92951da2-0	(military) military action or resources protecting a country against potential enemies
defense	NOUN	609311890eca64ed92951da2@609311890eca64ed92951da2-1	protection from harm
defense	NOUN	609311890eca64ed92951da2@609311890eca64ed92951da2-2	(sports) the team that is trying to prevent the other team from scoring
defense	NOUN	609311890eca64ed92951da2@609311890eca64ed92951da2-3	the justification for some act or belief
defense	NOUN	609311890eca64ed92951da2@609311890eca64ed92951da2-4	(psychiatry) an unconscious process that tries to reduce the anxiety associated with instinctive desires
defense	NOUN	609311890eca64ed92951da2@609311890eca64ed92951da2-5	the defendant and his legal advisors collectively
defense	NOUN	609311890eca64ed92951da2@609311890eca64ed92951da2-6	the speech act of answering an attack on your assertions
defense	NOUN	609311890eca64ed92951da2@609311890eca64ed92951da2-7	an organization of defenders that provides resistance against attack
defense	NOUN	609311890eca64ed92951da2@609311890eca64ed92951da2-8	a structure used to defend against attack
defense	NOUN	609311890eca64ed92951da2@609311890eca64ed92951da2-9	a defendant's answer or plea denying the truth of the charges against him
defense	NOUN	609311890eca64ed92951da2@609311890eca64ed92951da2-10	the act of defending someone or something against attack or injury
defensive	ADJ	609311890eca64ed92951db5@609311890eca64ed92951db5-0	attempting to justify or defend in speech or writing
defensive	ADJ	609311890eca64ed92951db5@609311890eca64ed92951db5-1	intended or appropriate for defending against or deterring aggression or attack
define	VERB	609311890eca64ed92951ddc@609311890eca64ed92951ddc-0	determine the essential quality of
define	VERB	609311890eca64ed92951ddc@609311890eca64ed92951ddc-1	give a definition for the meaning of a word
define	VERB	609311890eca64ed92951ddc@609311890eca64ed92951ddc-2	determine the nature of
define	VERB	609311890eca64ed92951ddc@609311890eca64ed92951ddc-3	show the form or outline of
define	VERB	609311890eca64ed92951ddc@609311890eca64ed92951ddc-4	decide upon or fix definitely
definite	ADJ	609311890eca64ed92951ddf@609311890eca64ed92951ddf-0	precise; explicit and clearly defined
definite	ADJ	609311890eca64ed92951ddf@609311890eca64ed92951ddf-1	known for certain
definition	NOUN	609311890eca64ed92951de5@609311890eca64ed92951de5-0	a concise explanation of the meaning of a word or phrase or symbol
definition	NOUN	609311890eca64ed92951de5@609311890eca64ed92951de5-1	clarity of outline
definitive	ADJ	609311890eca64ed92951de6@609311890eca64ed92951de6-0	clearly defined or formulated
definitive	ADJ	609311890eca64ed92951de6@609311890eca64ed92951de6-1	of recognized authority or excellence
definitive	ADJ	609311890eca64ed92951de6@609311890eca64ed92951de6-2	supplying or being a final or conclusive settlement
degenerate	ADJ	609311890eca64ed92951e1b@609311890eca64ed92951e1b-0	unrestrained by convention or morality
degree	NOUN	609311890eca64ed92951e2f@609311890eca64ed92951e2f-0	a position on a scale of intensity or amount or quality
degree	NOUN	609311890eca64ed92951e2f@609311890eca64ed92951e2f-1	a specific identifiable position in a continuum or series or especially in a process
degree	NOUN	609311890eca64ed92951e2f@609311890eca64ed92951e2f-2	an award conferred by a college or university signifying that the recipient has satisfactorily completed a course of study
degree	NOUN	609311890eca64ed92951e2f@609311890eca64ed92951e2f-3	a measure for arcs and angles
degree	NOUN	609311890eca64ed92951e2f@609311890eca64ed92951e2f-4	the highest power of a term or variable
degree	NOUN	609311890eca64ed92951e2f@609311890eca64ed92951e2f-5	a unit of temperature on a specified scale
degree	NOUN	609311890eca64ed92951e2f@609311890eca64ed92951e2f-6	the seriousness of something (e.g., a burn or crime)
degree Celsius	MWE	609311890eca64ed92951e30@609311890eca64ed92951e30-0	a degree on the centigrade scale of temperature
deity	NOUN	609311890eca64ed92951e60@609311890eca64ed92951e60-0	any supernatural being worshipped as controlling some part of the world or some aspect of life or who is the personification of a force
delay	NOUN	609311890eca64ed92951e71@609311890eca64ed92951e71-0	time during which some action is awaited
delay	NOUN	609311890eca64ed92951e71@609311890eca64ed92951e71-1	the act of delaying; inactivity resulting in something being put off until a later time
delay	VERB	609311890eca64ed92951e72@609311890eca64ed92951e72-0	cause to be slowed down or delayed
delay	VERB	609311890eca64ed92951e72@609311890eca64ed92951e72-1	act later than planned, scheduled, or required
delay	VERB	609311890eca64ed92951e72@609311890eca64ed92951e72-2	stop or halt
delay	VERB	609311890eca64ed92951e72@609311890eca64ed92951e72-3	slow the growth or development of
delegation	NOUN	609311890eca64ed92951e80@609311890eca64ed92951e80-0	a group of representatives or delegates
delegation	NOUN	609311890eca64ed92951e80@609311890eca64ed92951e80-1	authorizing subordinates to make certain decisions
deliver	VERB	609311890eca64ed92951eb4@609311890eca64ed92951eb4-0	deliver (a speech, oration, or idea)
deliver	VERB	609311890eca64ed92951eb4@609311890eca64ed92951eb4-1	bring to a destination, make a delivery
deliver	VERB	609311890eca64ed92951eb4@609311890eca64ed92951eb4-2	to surrender someone or something to another
deliver	VERB	609311890eca64ed92951eb4@609311890eca64ed92951eb4-3	free from harm or evil
deliver	VERB	609311890eca64ed92951eb4@609311890eca64ed92951eb4-4	hand over to the authorities of another country
deliver	VERB	609311890eca64ed92951eb4@609311890eca64ed92951eb4-5	pass down
deliver	VERB	609311890eca64ed92951eb4@609311890eca64ed92951eb4-6	utter (an exclamation, noise, etc.)
deliver	VERB	609311890eca64ed92951eb4@609311890eca64ed92951eb4-7	save from sins
deliver	VERB	609311890eca64ed92951eb4@609311890eca64ed92951eb4-8	carry out or perform
deliver	VERB	609311890eca64ed92951eb4@609311890eca64ed92951eb4-9	relinquish possession or control over
deliver	VERB	609311890eca64ed92951eb4@609311890eca64ed92951eb4-10	throw or hurl from the mound to the batter, as in baseball
deliver	VERB	609311890eca64ed92951eb4@609311890eca64ed92951eb4-11	cause to be born
delivery	NOUN	609311890eca64ed92951eba@609311890eca64ed92951eba-0	the act of delivering or distributing something (as goods or mail)
delivery	NOUN	609311890eca64ed92951eba@609311890eca64ed92951eba-1	the event of giving birth
delivery	NOUN	609311890eca64ed92951eba@609311890eca64ed92951eba-2	your characteristic style or manner of expressing yourself orally
delivery	NOUN	609311890eca64ed92951eba@609311890eca64ed92951eba-3	the voluntary transfer of something (title or possession) from one party to another
delivery	NOUN	609311890eca64ed92951eba@609311890eca64ed92951eba-4	(baseball) the act of throwing a baseball by a pitcher to a batter
delivery	NOUN	609311890eca64ed92951eba@609311890eca64ed92951eba-5	recovery or preservation from loss or danger
delivery	NOUN	609311890eca64ed92951eba@609311890eca64ed92951eba-6	the act of delivering a child
delta	NOUN	609311890eca64ed92951ec3@609311890eca64ed92951ec3-0	a low triangular area of alluvial deposits where a river divides before entering a larger body of water
delta	NOUN	609311890eca64ed92951ec3@609311890eca64ed92951ec3-1	an object shaped like an equilateral triangle
delta	NOUN	609311890eca64ed92951ec3@609311890eca64ed92951ec3-2	the 4th letter of the Greek alphabet
demand	NOUN	609311890eca64ed92951ee7@609311890eca64ed92951ee7-0	an urgent or peremptory request
demand	NOUN	609311890eca64ed92951ee7@609311890eca64ed92951ee7-1	the ability and desire to purchase goods and services
demand	NOUN	609311890eca64ed92951ee7@609311890eca64ed92951ee7-2	required activity
demand	NOUN	609311890eca64ed92951ee7@609311890eca64ed92951ee7-3	the act of demanding
demand	NOUN	609311890eca64ed92951ee7@609311890eca64ed92951ee7-4	a condition requiring relief
demise	VERB	609311890eca64ed92951f1d@609311890eca64ed92951f1d-0	transfer by a lease or by a will
democracy	NOUN	609311890eca64ed92951f2a@609311890eca64ed92951f2a-0	the political orientation of those who favor government by the people or by their elected representatives
democracy	NOUN	609311890eca64ed92951f2a@609311890eca64ed92951f2a-1	a political system in which the supreme power lies in a body of citizens who can elect people to represent them
democracy	NOUN	609311890eca64ed92951f2a@609311890eca64ed92951f2a-2	the doctrine that the numerical majority of an organized group can make decisions binding on the whole group
democratic	ADJ	609311890eca64ed92951f2c@609311890eca64ed92951f2c-0	representing or appealing to or adapted for the benefit of the people at large
democratic	ADJ	609311890eca64ed92951f2c@609311890eca64ed92951f2c-1	characterized by or advocating or based upon the principles of democracy or social equality
demon	NOUN	609311890eca64ed92951f41@609311890eca64ed92951f41-0	an evil supernatural being
demon	NOUN	609311890eca64ed92951f41@609311890eca64ed92951f41-1	a cruel wicked and inhuman person
demon	NOUN	609311890eca64ed92951f41@609311890eca64ed92951f41-2	someone extremely diligent or skillful
demonstrate	VERB	609311890eca64ed92951f55@609311890eca64ed92951f55-0	give an exhibition of to an interested audience
demonstrate	VERB	609311890eca64ed92951f55@609311890eca64ed92951f55-1	establish the validity of something, as by an example, explanation or experiment
demonstrate	VERB	609311890eca64ed92951f55@609311890eca64ed92951f55-2	provide evidence for; stand as proof of; show by one's behavior, attitude, or external attributes
demonstrate	VERB	609311890eca64ed92951f55@609311890eca64ed92951f55-3	march in protest; take part in a demonstration
demonstration	NOUN	609311890eca64ed92951f57@609311890eca64ed92951f57-0	a show or display; the act of presenting something to sight or view
demonstration	NOUN	609311890eca64ed92951f57@609311890eca64ed92951f57-1	a show of military force or preparedness
demonstration	NOUN	609311890eca64ed92951f57@609311890eca64ed92951f57-2	a public display of group feelings (usually of a political nature)
demonstration	NOUN	609311890eca64ed92951f57@609311890eca64ed92951f57-3	proof by a process of argument or a series of proposition proving an asserted conclusion
demonstration	NOUN	609311890eca64ed92951f57@609311890eca64ed92951f57-4	a visual presentation showing how something works
dengue	NOUN	609311890eca64ed92951f96@609311890eca64ed92951f96-0	an infectious disease of the tropics transmitted by mosquitoes and characterized by rash and aching head and joints
density	NOUN	609311890eca64ed92951fbc@609311890eca64ed92951fbc-0	the amount per unit size
density	NOUN	609311890eca64ed92951fbc@609311890eca64ed92951fbc-1	the spatial property of being crowded together
deny	VERB	609311890eca64ed92951ff5@609311890eca64ed92951ff5-0	declare untrue; contradict
deny	VERB	609311890eca64ed92951ff5@609311890eca64ed92951ff5-1	refuse to accept or believe
deny	VERB	609311890eca64ed92951ff5@609311890eca64ed92951ff5-2	refuse to grant, as of a petition or request
deny	VERB	609311890eca64ed92951ff5@609311890eca64ed92951ff5-3	refuse to let have
deny	VERB	609311890eca64ed92951ff5@609311890eca64ed92951ff5-4	deny oneself (something); restrain, especially from indulging in some pleasure
deny	VERB	609311890eca64ed92951ff5@609311890eca64ed92951ff5-5	deny formally (an allegation of fact by the opposing party) in a legal suit
deny	VERB	609311890eca64ed92951ff5@609311890eca64ed92951ff5-6	refuse to recognize or acknowledge
department	NOUN	609311890eca64ed92952013@609311890eca64ed92952013-0	a specialized division of a large organization
department	NOUN	609311890eca64ed92952013@609311890eca64ed92952013-1	the territorial and administrative division of some countries (such as France)
department	NOUN	609311890eca64ed92952013@609311890eca64ed92952013-2	a specialized sphere of knowledge
depend	VERB	609311890eca64ed9295202e@609311890eca64ed9295202e-0	be contingent upon (something that is elided)
depend	VERB	609311890eca64ed9295202e@609311890eca64ed9295202e-1	have faith or confidence in
dependent	ADJ	609311890eca64ed9295203c@609311890eca64ed9295203c-0	relying on or requiring a person or thing for support, supply, or what is needed
dependent	ADJ	609311890eca64ed9295203c@609311890eca64ed9295203c-1	(of a clause) unable to stand alone syntactically as a complete sentence
dependent	ADJ	609311890eca64ed9295203c@609311890eca64ed9295203c-2	contingent on something else
dependent	ADJ	609311890eca64ed9295203c@609311890eca64ed9295203c-3	held from above and hanging down
dependent	ADJ	609311890eca64ed9295203c@609311890eca64ed9295203c-4	being under the power or sovereignty of another or others
dependent	ADJ	609311890eca64ed9295203c@609311890eca64ed9295203c-5	addicted to a drug
depression	NOUN	609311890eca64ed9295209a@609311890eca64ed9295209a-0	a mental state characterized by a pessimistic sense of inadequacy and a despondent lack of activity
depression	NOUN	609311890eca64ed9295209a@609311890eca64ed9295209a-1	a long-term economic state characterized by unemployment and low prices and low levels of trade and investment
depression	NOUN	609311890eca64ed9295209a@609311890eca64ed9295209a-2	a sunken or depressed geological formation
depression	NOUN	609311890eca64ed9295209a@609311890eca64ed9295209a-3	sad feelings of gloom and inadequacy
depression	NOUN	609311890eca64ed9295209a@609311890eca64ed9295209a-4	an air mass of lower pressure; often brings precipitation
depression	NOUN	609311890eca64ed9295209a@609311890eca64ed9295209a-5	a state of depression and anhedonia so severe as to require clinical intervention
depression	NOUN	609311890eca64ed9295209a@609311890eca64ed9295209a-6	a concavity in a surface produced by pressing
depression	NOUN	609311890eca64ed9295209a@609311890eca64ed9295209a-7	angular distance below the horizon (especially of a celestial object)
depression	NOUN	609311890eca64ed9295209a@609311890eca64ed9295209a-8	pushing down
derivative	NOUN	609311890eca64ed929520d3@609311890eca64ed929520d3-0	the result of mathematical differentiation; the instantaneous change of one quantity relative to another; df(x)/dx
derivative	NOUN	609311890eca64ed929520d3@609311890eca64ed929520d3-1	a compound obtained from, or regarded as derived from, another compound
derivative	NOUN	609311890eca64ed929520d3@609311890eca64ed929520d3-2	a financial instrument whose value is based on another security
derivative	NOUN	609311890eca64ed929520d3@609311890eca64ed929520d3-3	(linguistics) a word that is derived from another word
derive	VERB	609311890eca64ed929520d5@609311890eca64ed929520d5-0	reason by deduction; establish by deduction
derive	VERB	609311890eca64ed929520d5@609311890eca64ed929520d5-1	obtain
derive	VERB	609311890eca64ed929520d5@609311890eca64ed929520d5-2	obtain from a particular source
derive	VERB	609311890eca64ed929520d5@609311890eca64ed929520d5-3	develop or evolve from a latent or potential state
derive	VERB	609311890eca64ed929520d5@609311890eca64ed929520d5-4	come from; be connected by a relationship of blood, for example
dervish	NOUN	609311890eca64ed929520fa@609311890eca64ed929520fa-0	an ascetic Muslim monk; a member of an order noted for devotional exercises involving bodily movements
descend	VERB	609311890eca64ed92952107@609311890eca64ed92952107-0	move downward and lower, but not necessarily all the way
descend	VERB	609311890eca64ed92952107@609311890eca64ed92952107-1	come from; be connected by a relationship of blood, for example
descend	VERB	609311890eca64ed92952107@609311890eca64ed92952107-2	do something that one considers to be below one's dignity
descend	VERB	609311890eca64ed92952107@609311890eca64ed92952107-3	come as if by falling
descendant	NOUN	609311890eca64ed92952109@609311890eca64ed92952109-0	a person considered as descended from some ancestor
describe	VERB	609311890eca64ed92952116@609311890eca64ed92952116-0	give a description of
describe	VERB	609311890eca64ed92952116@609311890eca64ed92952116-1	to give an account or representation of in words
describe	VERB	609311890eca64ed92952116@609311890eca64ed92952116-2	make a mark or lines on a surface
describe	VERB	609311890eca64ed92952116@609311890eca64ed92952116-3	identify as in botany or biology, for example
description	NOUN	609311890eca64ed92952118@609311890eca64ed92952118-0	a statement that represents something in words
description	NOUN	609311890eca64ed92952118@609311890eca64ed92952118-1	the act of describing something
description	NOUN	609311890eca64ed92952118@609311890eca64ed92952118-2	sort or variety
descriptive	ADJ	609311890eca64ed92952119@609311890eca64ed92952119-0	serving to describe or inform or characterized by description
descriptive	ADJ	609311890eca64ed92952119@609311890eca64ed92952119-1	of or relating to an approach to linguistic analysis that aims at the description of a language's forms, structures and usage
design	NOUN	609311890eca64ed9295215e@609311890eca64ed9295215e-0	the act of working out the form of something (as by making a sketch or outline or plan)
design	NOUN	609311890eca64ed9295215e@609311890eca64ed9295215e-1	an arrangement scheme
design	NOUN	609311890eca64ed9295215e@609311890eca64ed9295215e-2	something intended as a guide for making something else
design	NOUN	609311890eca64ed9295215e@609311890eca64ed9295215e-3	a decorative or artistic work
design	NOUN	609311890eca64ed9295215e@609311890eca64ed9295215e-4	an anticipated outcome that is intended or that guides your planned actions
design	NOUN	609311890eca64ed9295215e@609311890eca64ed9295215e-5	a preliminary sketch indicating the plan for something
design	NOUN	609311890eca64ed9295215e@609311890eca64ed9295215e-6	the creation of something in the mind
design	VERB	609311890eca64ed9295215f@609311890eca64ed9295215f-0	make or work out a plan for; devise
design	VERB	609311890eca64ed9295215f@609311890eca64ed9295215f-1	plan something for a specific role or purpose or effect
design	VERB	609311890eca64ed9295215f@609311890eca64ed9295215f-2	create the design for; create or execute in an artistic or highly skilled manner
design	VERB	609311890eca64ed9295215f@609311890eca64ed9295215f-3	make a design of; plan out in systematic, often graphic form
design	VERB	609311890eca64ed9295215f@609311890eca64ed9295215f-4	create designs
design	VERB	609311890eca64ed9295215f@609311890eca64ed9295215f-5	conceive or fashion in the mind; invent
design	VERB	609311890eca64ed9295215f@609311890eca64ed9295215f-6	intend or have as a purpose
designate	VERB	609311890eca64ed92952162@609311890eca64ed92952162-0	assign a name or title to
designate	VERB	609311890eca64ed92952162@609311890eca64ed92952162-1	give an assignment to (a person) to a post, or assign a task to (a person)
designate	VERB	609311890eca64ed92952162@609311890eca64ed92952162-2	indicate a place, direction, person, or thing; either spatially or figuratively
designate	VERB	609311890eca64ed92952162@609311890eca64ed92952162-3	decree or designate beforehand
designate	VERB	609311890eca64ed92952162@609311890eca64ed92952162-4	design or destine
designation	NOUN	609311890eca64ed92952165@609311890eca64ed92952165-0	identifying word or words by which someone or something is called and classified or distinguished from others
designation	NOUN	609311890eca64ed92952165@609311890eca64ed92952165-1	the act of putting a person into a non-elective position
designation	NOUN	609311890eca64ed92952165@609311890eca64ed92952165-2	the act of designating or identifying something
destination	NOUN	609311890eca64ed929521c7@609311890eca64ed929521c7-0	the place designated as the end (as of a race or journey)
destination	NOUN	609311890eca64ed929521c7@609311890eca64ed929521c7-1	the ultimate goal for which something is done
destination	NOUN	609311890eca64ed929521c7@609311890eca64ed929521c7-2	written directions for finding some location; written on letters or packages that are to be delivered to that location
destroy	VERB	609311890eca64ed929521ce@609311890eca64ed929521ce-0	do away with, cause the destruction or undoing of
destroy	VERB	609311890eca64ed929521ce@609311890eca64ed929521ce-1	destroy completely; damage irreparably
destroy	VERB	609311890eca64ed929521ce@609311890eca64ed929521ce-2	defeat soundly and humiliatingly
destroy	VERB	609311890eca64ed929521ce@609311890eca64ed929521ce-3	put (an animal) to death
destruction	NOUN	609311890eca64ed929521d7@609311890eca64ed929521d7-0	the termination of something by causing so much damage to it that it cannot be repaired or no longer exists
destruction	NOUN	609311890eca64ed929521d7@609311890eca64ed929521d7-1	an event (or the result of an event) that completely destroys something
destruction	NOUN	609311890eca64ed929521d7@609311890eca64ed929521d7-2	a final state
detail	NOUN	609311890eca64ed929521ef@609311890eca64ed929521ef-0	an isolated fact that is considered separately from the whole
detail	NOUN	609311890eca64ed929521ef@609311890eca64ed929521ef-1	a small part that can be considered separately from the whole
detail	NOUN	609311890eca64ed929521ef@609311890eca64ed929521ef-2	extended treatment of particulars
detail	NOUN	609311890eca64ed929521ef@609311890eca64ed929521ef-3	a crew of workers selected for a particular task
detail	NOUN	609311890eca64ed929521ef@609311890eca64ed929521ef-4	a temporary military unit
detect	VERB	609311890eca64ed929521f8@609311890eca64ed929521f8-0	discover or determine the existence, presence, or fact of
detection	NOUN	609311890eca64ed929521fd@609311890eca64ed929521fd-0	the perception that something has occurred or some state exists
