lemma	upos	sense_id	definition
krav	NOUN	607b808035d80a3e2a6ed42f@_21043754	ufravigeligt ønske der skal opfyldes; betingelse
kreditkort	NOUN	607b808035d80a3e2a6ed44e@_21043809	betalingskort som man kan bruge til indkøb af vare ...
kredsløb	NOUN	607b808035d80a3e2a6ed45b@_21043829	gentagen og ubrudt bevægelse i en kredsformet bane ...
kredsløb	NOUN	607b808035d80a3e2a6ed45b@_21043831	system af elektriske el. elektroniske komponenter  ...
krig	NOUN	607b808035d80a3e2a6ed478@_21043876	situation hvor nogen forsøger at bekæmpe et ubehag ...
krig	NOUN	607b808035d80a3e2a6ed478@_21043875	kortspil hvor typisk to spillere vender kort fra h ...
krig	NOUN	607b808035d80a3e2a6ed478@_21043873	stor konflikt hvor nationer el. befolkningsgrupper ...
krig	NOUN	607b808035d80a3e2a6ed478@_21043874	voldsom konflikt hvor parterne bekæmper hinanden m ...
kriger	NOUN	607b808035d80a3e2a6ed479@_21043884	person der kæmper el. skal kæmpe i en krig
kriger	NOUN	607b808035d80a3e2a6ed479@_21043885	(moderne) soldat
krigsforbryder	NOUN	607b808035d80a3e2a6ed484@_21043899	person der har begået en el. flere krigsforbrydels ...
kriminalitet	NOUN	607b808035d80a3e2a6ed4bd@_21043969	de forbrydelser som forekommer et bestemt sted, ho ...
kriminalitet	NOUN	607b808035d80a3e2a6ed4bd@_21043970	en persons forbrydelse(r)
kriminel	ADJ	607b808035d80a3e2a6ed4cd@_21043981	som er præget af kriminalitet el. ulovlig adfærd
krise	NOUN	607b808035d80a3e2a6ed4d9@_21043996	vanskelig el. farlig situation hvor tingenes tilst ...
krise	NOUN	607b808035d80a3e2a6ed4d9@_21043997	afgørende tidspunkt el. periode hvor et sygdomsfor ...
krise	NOUN	607b808035d80a3e2a6ed4d9@_21043998	vanskeligheder af åndelig art; psykiske problemer
kristen	ADJ	607b808035d80a3e2a6ed4ed@_21044012	som bekender sig til kristendommen
kristendom	NOUN	607b808035d80a3e2a6ed4f0@_91003524	skolefag hvor der undervises i bibelhistorie, kris ...
kristendom	NOUN	607b808035d80a3e2a6ed4f0@_21044016	religion som bygger på troen på Jesus Kristus og h ...
kriterium	NOUN	607b808035d80a3e2a6ed4f7@_21044029	afgørende træk der skal være opfyldt i en bestemt  ...
kriterium	NOUN	607b808035d80a3e2a6ed4f7@_21044027	kendetegn el. betingelse der bruges som grundlag f ...
kriterium	NOUN	607b808035d80a3e2a6ed4f7@_21044030	cykelløb hvor en kortere rundstrækning gennemkøres ...
kriterium	NOUN	607b808035d80a3e2a6ed4f7@_21044028	væddeløb for treårige heste (som afprøvning af der ...
kritisk	ADJ	607b808035d80a3e2a6ed4fc@_21044042	bekymrende; kritisk; farlig
kritisk	ADJ	607b808035d80a3e2a6ed4fc@_21044041	som forholder sig skeptisk, undersøgende og bedømm ...
kritisk	ADJ	607b808035d80a3e2a6ed4fc@_21044044	som bedømmer noget negativt ved at påpege fejl og  ...
krone	VERB	607b808035d80a3e2a6ed525@_21044120	være anbragt på toppen af noget som en smuk el. iø ...
krone	VERB	607b808035d80a3e2a6ed525@_21044119	anbringe en afbildning af en kongekrone over en fi ...
kroning	NOUN	607b808035d80a3e2a6ed530@_21044130	en regents indsættelse i sit fyrstelige embede ved ...
kronisk	ADJ	607b808035d80a3e2a6ed533@_21044131	som har et langvarigt forløb el. er konstant tilba ...
kronprins	NOUN	607b808035d80a3e2a6ed538@_21044144	person, ofte mand, der regnes for favorit til at e ...
kronprins	NOUN	607b808035d80a3e2a6ed538@_21044143	(titel for) prins der står nærmest til at arve tro ...
krop	NOUN	607b808035d80a3e2a6ed53f@_21044155	et menneskes el. et dyrs fysiske struktur beståend ...
krop	NOUN	607b808035d80a3e2a6ed53f@_21044158	den centrale del af denne fysiske struktur, uden h ...
krop	NOUN	607b808035d80a3e2a6ed53f@_21044156	den centrale del af en genstand, fx af et fly, en  ...
krop	NOUN	607b808035d80a3e2a6ed53f@_21044159	den menneskelige krop betragtet som mål for seksue ...
krop	NOUN	607b808035d80a3e2a6ed53f@_21044160	et dødt menneskes el. dyrs krop
kropstemperatur	NOUN	607b808035d80a3e2a6ed54d@_91003537	et menneskes el. et dyrs (normale) temperatur
kropsvægt	NOUN	607b808035d80a3e2a6ed551@_91003538	antal kilo som en person el. et dyr vejer
krudt	NOUN	607b808035d80a3e2a6ed556@_21044189	lys-, farve- og lydeffekter i luften og nær jorden ...
krudt	NOUN	607b808035d80a3e2a6ed556@_21044188	livligt, energisk temperament; kraft el. energi
krudt	NOUN	607b808035d80a3e2a6ed556@_21044187	pulver som brænder eksplosivt uden lufttilførsel,  ...
krydse	VERB	607b808035d80a3e2a6ed58f@_91003550	forsyne en checks forside med to parallelle tværst ...
krydse	VERB	607b808035d80a3e2a6ed58f@_21044324	bevæge sig i siksak el. tilfældigt rundt
krydse	VERB	607b808035d80a3e2a6ed58f@_21044320	bevæge sig tværs over et sted el. område for at ko ...
krydse	VERB	607b808035d80a3e2a6ed58f@_21044322	ved målrettet avl frembringe en blandingsform af d ...
krydse	VERB	607b808035d80a3e2a6ed58f@_21044323	sejle i siksak mod den retning vinden kommer fra,  ...
krydse	VERB	607b808035d80a3e2a6ed58f@_21044321	anbringe to aflange genstande så de tilsammen dann ...
krydser	NOUN	607b808035d80a3e2a6ed590@_21044331	større krigsskib bevæbnet med kanoner el. missiler ...
krystal	NOUN	607b808035d80a3e2a6ed5b0@_21044384	regelmæssigt opbygget fast stof begrænset af plane ...
krystal	NOUN	607b808035d80a3e2a6ed5b0@_91003553	glas af høj kvalitet hvor ingredienserne soda og k ...
kræve	VERB	607b808035d80a3e2a6ed5d7@_21044437	stille krav om at noget bestemt gennemføres, sætte ...
krølle	VERB	607b808035d80a3e2a6ed5e1@_21044460	have el. danne krøller
krølle	VERB	607b808035d80a3e2a6ed5e1@_21044461	have el. få uordentlige el. skæmmende folder el. r ...
krølle	VERB	607b808035d80a3e2a6ed5e1@_21044456	frembringe krøller i hår, fx vha. permanent, curle ...
krønike	NOUN	607b808035d80a3e2a6ed5ea@_21044471	(ældre) historisk værk der omtaler begivenheder ge ...
krønike	NOUN	607b808035d80a3e2a6ed5ea@_21044473	historisk fremstilling el. fortælling der omhandle ...
krønike	NOUN	607b808035d80a3e2a6ed5ea@_21044472	usand el. opdigtet historie
kube	NOUN	607b808035d80a3e2a6ed5ed@_21044481	tredimensional geometrisk figur der begrænses af s ...
kubik	NOUN	607b808035d80a3e2a6ed5ee@_21044482	kubikcentimeter (som mål for en motors cylindervol ...
kuldioxid	NOUN	607b808035d80a3e2a6ed61d@_21044565	farveløs, lugtfri og tung luftart med formlen CO
kulhydrat	NOUN	607b808035d80a3e2a6ed628@_21044586	organisk forbindelse af kulstof, ilt og brint (fx  ...
kult	NOUN	607b808035d80a3e2a6ed648@_21044635	snæver kreds af personer der er forenet i dyrkelse ...
kult	NOUN	607b808035d80a3e2a6ed648@_21044634	(kulturelt) fænomen som er genstand for en næsten  ...
kult	NOUN	607b808035d80a3e2a6ed648@_21044633	religion el. sekt opfattet som uortodoks el. falsk
kultur	NOUN	607b808035d80a3e2a6ed650@_21044648	systematisk rendyrkning af mikroorganismer, celler ...
kultur	NOUN	607b808035d80a3e2a6ed650@_21044645	befolkningsgruppe der har fælles levevis og forest ...
kultur	NOUN	607b808035d80a3e2a6ed650@_21044643	levevis og forestillingsverden der kendetegner en  ...
kultur	NOUN	607b808035d80a3e2a6ed650@_21044646	(resultat af) menneskers forsøg på at skabe åndeli ...
kultur	NOUN	607b808035d80a3e2a6ed650@_21044644	menneskers udnyttelse af og kontrol med naturen, f ...
kulturarv	NOUN	607b808035d80a3e2a6ed654@_21044650	den del af en stor gruppe menneskers el. en befolk ...
kulturel	ADJ	607b808035d80a3e2a6ed660@_21044657	vedr. en bestemt befolkningsgruppes levevis og for ...
kulturel	ADJ	607b808035d80a3e2a6ed660@_21044658	vedr. resultaterne af menneskers forsøg på at skab ...
kulturel	ADJ	607b808035d80a3e2a6ed660@_21044659	præget af kendskab til og aktivitet inden for kuns ...
kulturprogram	NOUN	607b808035d80a3e2a6ed688@_21044703	udsendelse i radio el. tv der orienterer om kultur ...
kundskab	NOUN	607b808035d80a3e2a6ed6b5@_21044762	viden, indsigt el. forståelse opnået gennem erfari ...
kunne	VERB	607b808035d80a3e2a6ed6b8@_21044766	have evnen til at; være i stand til at
kunne	VERB	607b808035d80a3e2a6ed6b8@_21044767	have mulighed for el. lejlighed til at
kunne	VERB	607b808035d80a3e2a6ed6b8@_21044768	få tilladelse til at
kunst	NOUN	607b808035d80a3e2a6ed6c0@_21044788	udtryk for el. bevidst brug af menneskelig skabere ...
kunst	NOUN	607b808035d80a3e2a6ed6c0@_21044793	præstation som kræver en vis færdighed el. kunnen
kunst	NOUN	607b808035d80a3e2a6ed6c0@_21044789	indstuderet trick el. øvelse der udføres på behænd ...
kunst	NOUN	607b808035d80a3e2a6ed6c0@_21044790	evne el. dygtighed til at gøre en bestemt ting, of ...
kunst	NOUN	607b808035d80a3e2a6ed6c0@_21044792	værker der er resultat af denne skaberevne og fant ...
kunsthistorie	NOUN	607b808035d80a3e2a6ed6d5@_21044821	videnskab, undervisningsfag el. bogværk der beskæf ...
kunstig	ADJ	607b808035d80a3e2a6ed6da@_21044826	frembragt el. arrangeret af mennesker som en efter ...
kunstmuseum	NOUN	607b808035d80a3e2a6ed6ea@_21044839	museum med faste el. skiftende udstillinger af for ...
kunstner	NOUN	607b808035d80a3e2a6ed6ec@_21044841	person der beskæftiger sig med at skabe kunst
kunstner	NOUN	607b808035d80a3e2a6ed6ec@_21044842	person der optræder med at fortolke kunstneriske e ...
kunstner	NOUN	607b808035d80a3e2a6ed6ec@_21044843	person der er usædvanlig dygtig inden for sit felt
kunstnerisk	ADJ	607b808035d80a3e2a6ed6ee@_21044845	vedr. el. karakteristisk for kunst el. kunstnere ( ...
kurator	NOUN	607b808035d80a3e2a6ed71a@_21044912	person som (for det offentlige) fører tilsyn med f ...
kurator	NOUN	607b808035d80a3e2a6ed71a@_21044913	person som arrangerer udstillinger og udvælger de  ...
kurator	NOUN	607b808035d80a3e2a6ed71a@_21044911	advokat som forestår opgørelse og afvikling af et  ...
kurs	NOUN	607b808035d80a3e2a6ed727@_21044937	linje el. retning for en udvikling, en indsats e.l ...
kurs	NOUN	607b808035d80a3e2a6ed727@_21044935	retning for nogens el. nogets bevægelse, især til  ...
kurs	NOUN	607b808035d80a3e2a6ed727@_21044936	prisen på et værdipapir el. på en fremmed valuta
kursus	NOUN	607b808035d80a3e2a6ed732@_21044957	sted hvor man kan tage en uddannelse el. deltage i ...
kursus	NOUN	607b808035d80a3e2a6ed732@_21044956	(kortere) undervisningsforløb inden for et afgræns ...
kursus	NOUN	607b808035d80a3e2a6ed732@_21044958	kortere efteruddannelsesforløb der afholdes som in ...
kurve	NOUN	607b808035d80a3e2a6ed748@_21044987	stykke af en vej, en jernbane e.l. som er mere el. ...
kurve	NOUN	607b808035d80a3e2a6ed748@_21044984	bevægelse, linje e.l. der ikke er lige, men danner ...
kurve	NOUN	607b808035d80a3e2a6ed748@_21044988	buede, oftest kvindelige kropslinjer
kurve	NOUN	607b808035d80a3e2a6ed748@_21044986	figur som er dannet ved at en linje el. et linjest ...
kurve	NOUN	607b808035d80a3e2a6ed748@_21044985	grafisk fremstilling af en matematisk funktion, et ...
kvadrat	NOUN	607b808035d80a3e2a6ed76c@_21045038	resultatet af et tal ganget med sig selv; anden po ...
kvadrat	NOUN	607b808035d80a3e2a6ed76c@_21045037	firkant med lige lange sider og rette vinkler
kvadratisk	ADJ	607b808035d80a3e2a6ed76e@_21045042	af form som et kvadrat
kvadratkilometer	NOUN	607b808035d80a3e2a6ed76f@_21045043	måleenhed for areal, svarende til arealet af et kv ...
kvalitet	NOUN	607b808035d80a3e2a6ed78b@_21045078	god egenskab; positivt forhold
kvalitet	NOUN	607b808035d80a3e2a6ed78b@_21045077	et produkts bestanddele og forarbejdning som beste ...
kvalitet	NOUN	607b808035d80a3e2a6ed78b@_21045075	grad af gode egenskaber som noget besidder, fx afh ...
kvalitet	NOUN	607b808035d80a3e2a6ed78b@_21045076	det at noget opleves som godt el. positivt, fx at  ...
kvinde	NOUN	607b808035d80a3e2a6ed7d4@_21045187	voksen person af hunkøn
kvindelig	ADJ	607b808035d80a3e2a6ed7ed@_21045206	af kvindekøn; som udgøres af kvinder
kvindesagsforkæmper	NOUN	607b808035d80a3e2a6ed7f4@_22016184	{hyponymOf: menneske, individ}
kvælstof	NOUN	607b808035d80a3e2a6ed826@_21045299	farveløs, lugtfri luftart der hverken kan brænde e ...
kvælstof	NOUN	607b808035d80a3e2a6ed826@_21045298	forbindelse der indeholder kvælstof
kvælstof	NOUN	607b808035d80a3e2a6ed826@_21045297	grundstof nr. 7
kyklop	NOUN	607b808035d80a3e2a6ed839@_21045327	enøjet kæmpe i den græske mytologi
kyst	NOUN	607b808035d80a3e2a6ed853@_21045362	langstrakt landområde langs et hav
kæledyr	NOUN	607b808035d80a3e2a6ed8a3@_21045444	(mindre) dyr som man har i hjemmet for at lege el. ...
kæmpe	VERB	607b808035d80a3e2a6ed8b4@_21045474	forsøge at være den bedste i en konkurrence, sport ...
kæmpe	VERB	607b808035d80a3e2a6ed8b4@_21045472	tage del i en voldelig konflikt; føre krig
køb	NOUN	607b808035d80a3e2a6ed909@_21045587	anskaffelse af en vare som man skal betale for
køb	NOUN	607b808035d80a3e2a6ed909@_21045588	vare som man anskaffer sig ved at betale for den
købe	VERB	607b808035d80a3e2a6ed90b@_21045598	opnå, ofte med menneskelige (og økonomiske) omkost ...
købe	VERB	607b808035d80a3e2a6ed90b@_21045594	erhverve sig mod betaling (el. en anden ydelse)
købmand	NOUN	607b808035d80a3e2a6ed927@_21045630	en sådan forretning
købmand	NOUN	607b808035d80a3e2a6ed927@_21045628	person der ejer el. driver en forretning hvor man  ...
købmand	NOUN	607b808035d80a3e2a6ed927@_21045629	person der driver handel med visse varer
købmand	NOUN	607b808035d80a3e2a6ed927@_21045631	person der er god til at drive handel og til at fø ...
kød	NOUN	607b808035d80a3e2a6ed940@_21045647	blød masse af muskelvæv og evt. fedt som sidder un ...
kød	NOUN	607b808035d80a3e2a6ed940@_21045649	den (bløde) spiselige del af visse frugter el. grø ...
kød	NOUN	607b808035d80a3e2a6ed940@_21045648	et menneskes (levende el. døde) krop
kød	NOUN	607b808035d80a3e2a6ed940@_21045651	dyrs muskelvæv brugt som madvare
kød	NOUN	607b808035d80a3e2a6ed940@_21045650	person (el. legemsdel) betragtet som sexobjekt
køn	NOUN	607b808035d80a3e2a6ed9b9@_21045814	hver af kønskirtlerne og hvert af de øvrige indre  ...
køn	NOUN	607b808035d80a3e2a6ed9b9@_21045815	hver af de to el. tre klasser som substantiver ind ...
køn	NOUN	607b808035d80a3e2a6ed9b9@_21045813	hver af de to grupper som mennesker, dyr og plante ...
køre	VERB	607b808035d80a3e2a6ed9d5@_21045858	bevæge sig af sted som køretøj el. vha. et køretøj ...
køre	VERB	607b808035d80a3e2a6ed9d5@_21045860	være i bevægelse, aktivitet el. funktion; være i g ...
kører	NOUN	607b808035d80a3e2a6ed9eb@_21045926	person der kører i bil, på knallert el. på motorcy ...
køretøj	NOUN	607b808035d80a3e2a6ed9f4@_21045939	transportmiddel der bevæger sig på hjul på landjor ...
laboratorium	NOUN	607b808035d80a3e2a6eda15@_21046012	arbejdssted hvor der udføres naturvidenskabelige,  ...
laboratorium	NOUN	607b808035d80a3e2a6eda15@_21046013	(tænkt) sted hvor der udføres forsøg og undersøgel ...
lade	VERB	607b808035d80a3e2a6eda1c@_21046034	have en udformning el. karakter der muliggør noget ...
lade	VERB	607b808035d80a3e2a6eda1c@_21046029	bevirke at nogen bliver tilbage i en bestemt tilst ...
lade	VERB	607b808035d80a3e2a6eda1c@_21046026	{hyponymOf: tillade}
lade	VERB	607b808035d80a3e2a6eda1c@_21046031	indrømme noget der taler til fordel for nogen
lade	VERB	607b808035d80a3e2a6eda1c@_21046052	tilføre el. blive tilført elektrisk ladning
lade	VERB	607b808035d80a3e2a6eda1c@_21046053	forsyne med sprængladning, projektil e.l. og derve ...
ladeplads	NOUN	607b808035d80a3e2a6eda2a@_21046062	sted hvor et skib kan lægge til for at laste (el.  ...
lady	NOUN	607b808035d80a3e2a6eda2f@_21046078	kvinde der er slået til ridder af den engelske mon ...
lady	NOUN	607b808035d80a3e2a6eda2f@_21046077	fin, fornem og elegant dame
lady	NOUN	607b808035d80a3e2a6eda2f@_21046076	hustru el. datter til en britisk ridder el. adelsm ...
lag	NOUN	607b808035d80a3e2a6eda32@_21046082	sammenhængende masse el. mængde enheder der er spr ...
lag	NOUN	607b808035d80a3e2a6eda32@_21046084	personer der udgør et fællesskab el. deltager i et ...
lag	NOUN	607b808035d80a3e2a6eda32@_21046083	klasse af mennesker der udgør en social gruppe i e ...
lag	NOUN	607b808035d80a3e2a6eda32@_21046086	fænomen el. forhold der kan sammenlignes med en så ...
lag	NOUN	607b808035d80a3e2a6eda32@_21046085	hver af flere udstrakte flader el. enheder der bef ...
lager	NOUN	607b808035d80a3e2a6eda38@_21046108	den del af en computer hvor data og edb-programmer ...
lager	NOUN	607b808035d80a3e2a6eda38@_21046107	beholdning af varer el. materiale der skal sælges  ...
lager	NOUN	607b808035d80a3e2a6eda38@_21046106	bygning el. rum som bruges til opbevaring af varer ...
lager	NOUN	607b808035d80a3e2a6eda38@_91003671	mørkt, lagret øl der indeholder ca. 4 % alkohol
lagre	VERB	607b808035d80a3e2a6eda45@_21046134	indføre og opbevare information i en computers lag ...
lagre	VERB	607b808035d80a3e2a6eda45@_21046135	opsamle og gemme noget, fx energi el. viden
lama	NOUN	607b808035d80a3e2a6eda74@_21046194	sydamerikansk drøvtygger beslægtet med kamelen, me ...
lama	NOUN	607b808035d80a3e2a6eda74@_21046196	fuldt indviet buddhistisk munk i det tibetanske kl ...
lampe	NOUN	607b808035d80a3e2a6eda8f@_21046235	organ i kraniets øverste hulrum der udgør den høje ...
lampe	NOUN	607b808035d80a3e2a6eda8f@_21046234	anordning der afgiver lys vha. elektricitet el. ve ...
lampe	NOUN	607b808035d80a3e2a6eda8f@_91003678	lille (farvet) pære el. lysdiode der lyser som teg ...
land	NOUN	607b808035d80a3e2a6eda9a@_21046260	landområde, søområde el. luftrum som en stat har h ...
land	NOUN	607b808035d80a3e2a6eda9a@_21046254	afgrænset geografisk område som udgør en selvstænd ...
land	NOUN	607b808035d80a3e2a6eda9a@_21046255	de områder der ligger uden for byområderne, og hvo ...
land	NOUN	607b808035d80a3e2a6eda9a@_21046256	de dele af jordkloden der ikke er dækket af vand
land	NOUN	607b808035d80a3e2a6eda9a@_21046259	et lands befolkning
land	NOUN	607b808035d80a3e2a6eda9a@_21046257	større jordområde der er opdyrket el. udnyttet på  ...
landbrug	NOUN	607b808035d80a3e2a6edaa5@_21046300	ejendom der er indrettet sådan at der kan drives l ...
landbrug	NOUN	607b808035d80a3e2a6edaa5@_21046298	virksomhed som består i dyrkning af afgrøder og av ...
landbrug	NOUN	607b808035d80a3e2a6edaa5@_21046299	denne virksomhed opfattet som erhverv, branche el. ...
landbrugsområde	NOUN	607b808035d80a3e2a6edab6@_21046314	det område af erhvervslivet som landbruget udgør
landbrugsområde	NOUN	607b808035d80a3e2a6edab6@_21046313	landområde som udnyttes erhvervsmæssigt til landbr ...
landbrugsproduktion	NOUN	607b808035d80a3e2a6edaba@_21046319	erhvervsmæssig produktion af landbrugsvarer
lande	VERB	607b808035d80a3e2a6edacd@_21046334	falde ned på el. ramme et underlag el. et sted, fx ...
lande	VERB	607b808035d80a3e2a6edacd@_21046340	afslutte el. gennemføre; blive afsluttet el. genne ...
lande	VERB	607b808035d80a3e2a6edacd@_21046335	komme fra luften og ned på landjorden el. havoverf ...
lande	VERB	607b808035d80a3e2a6edacd@_21046337	komme et bestemt sted hen, fx efter en rejse med s ...
lande	VERB	607b808035d80a3e2a6edacd@_21046339	bringe et fly e.l. ned på landjorden el. havoverfl ...
landområde	NOUN	607b808035d80a3e2a6edb03@_21046409	de områder der ligger uden for byområderne, og hvo ...
landområde	NOUN	607b808035d80a3e2a6edb03@_21046408	større jordareal el. landstrækning
landområde	NOUN	607b808035d80a3e2a6edb03@_21046410	større jordbesiddelse som ejes af en stat el. en p ...
landsby	NOUN	607b808035d80a3e2a6edb0a@_21046417	en landsbys indbyggere
landsby	NOUN	607b808035d80a3e2a6edb0a@_21046416	lille by på landet med forholdsvis tætliggende hus ...
landskab	NOUN	607b808035d80a3e2a6edb2e@_21046444	område el. felt som noget foregår el. hører hjemme ...
landskab	NOUN	607b808035d80a3e2a6edb2e@_21046441	malet billede, fotografi el. anden kunstnerisk gen ...
landskab	NOUN	607b808035d80a3e2a6edb2e@_21046439	den del af et landområde med træer, marker, søer,  ...
landskab	NOUN	607b808035d80a3e2a6edb2e@_21046440	større område i et land, afgrænset på grundlag af  ...
landskamp	NOUN	607b808035d80a3e2a6edb32@_21046453	kamp el. konkurrence mellem to landshold
landsmand	NOUN	607b808035d80a3e2a6edb35@_21046458	person fra samme land som en anden er fra
lang	ADJ	607b808035d80a3e2a6edb54@_21046494	med stor udstrækning fra den ene ende til den ande ...
lang	ADJ	607b808035d80a3e2a6edb54@_21046495	med stor tidsmæssig udstrækning; som varer længe
langsom	ADJ	607b808035d80a3e2a6edb73@_21046574	som sker el. udføres med lav hastighed
larve	NOUN	607b808035d80a3e2a6edb97@_21046665	ungt, ikke kønsmodent dyr der ligner en orm og er  ...
lastbilchauffør	NOUN	607b808035d80a3e2a6edba9@_28052978	person der (erhvervsmæssigt) kører lastbil
lasursten	NOUN	607b808035d80a3e2a6edbb8@_21046717	sten af dette materiale
lasursten	NOUN	607b808035d80a3e2a6edbb8@_21046716	blåt mineral der indgår i bjergarten lapis lazuli
latin	NOUN	607b808035d80a3e2a6edbbd@_21046730	undervisningsfag der omfatter sproget latin og rom ...
latin	NOUN	607b808035d80a3e2a6edbbd@_21046729	indoeuropæisk sprog der hører til den italiske spr ...
latin	NOUN	607b808035d80a3e2a6edbbd@_21046732	livlig og dansabel musikstil med basis i latinamer ...
latinsk	ADJ	607b808035d80a3e2a6edbc7@_21046743	som har at gøre med el. er udtrykt på sproget lati ...
lav	ADJ	607b808035d80a3e2a6edbd6@_21046775	med forholdsvis lille udstrækning i lodret retning ...
lav	ADJ	607b808035d80a3e2a6edbd6@_21046785	præget af dårlig moral, kvalitet, smag e.l.
lava	NOUN	607b808035d80a3e2a6edbd8@_21046789	bjergart bestående af denne masse der er afkølet o ...
lava	NOUN	607b808035d80a3e2a6edbd8@_21046788	smeltet stenmasse (magma) der løber el. slynges ud ...
lave	VERB	607b808035d80a3e2a6edbdf@_21046810	(sammen) udgøre el. fungere som noget
lave	VERB	607b808035d80a3e2a6edbdf@_21046807	fremstille en madret el. drikkevare og gøre den kl ...
lave	VERB	607b808035d80a3e2a6edbdf@_21046804	ændre (gennemgribende) til noget nærmere bestemt
lave	VERB	607b808035d80a3e2a6edbdf@_21046801	frembringe; bevirke at en bestemt situation el. ti ...
lave	VERB	607b808035d80a3e2a6edbdf@_21046799	foretage sig; beskæftige sig med
lave	VERB	607b808035d80a3e2a6edbdf@_21046798	fremstille el. frembringe ved fysisk el. åndelig v ...
lave	VERB	607b808035d80a3e2a6edbdf@_21046803	reparere
lavine	NOUN	607b808035d80a3e2a6edbee@_21046837	fænomen der opstår pludseligt, vokser hurtigt og h ...
lavine	NOUN	607b808035d80a3e2a6edbee@_21046836	stor mængde sne, sten el. jord der med stadig stig ...
lede	VERB	607b808035d80a3e2a6edc1f@_21046933	angive vejen for nogen til et bestemt sted; ledsag ...
lede	VERB	607b808035d80a3e2a6edc1f@_21046935	følge en bestemt retning el. bane
lede	VERB	607b808035d80a3e2a6edc1f@_21046936	forårsage at noget opstår el. sker
lede	VERB	607b808035d80a3e2a6edc1f@_21046932	stå i spidsen for; have bestemmende indflydelse på
lede	VERB	607b808035d80a3e2a6edc1f@_21046934	få til at bevæge sig i en bestemt retning
lede	VERB	607b808035d80a3e2a6edc1f@_21046937	have evne til at overføre elektricitet, varme m.m.
lede	VERB	607b808035d80a3e2a6edc1f@_21046938	lede efter noget el. nogen som er forsvundet, skju ...
ledelse	NOUN	607b808035d80a3e2a6edc21@_21046943	gruppe af personer der leder et foretagende
ledelse	NOUN	607b808035d80a3e2a6edc21@_21046942	det at stå i spidsen for noget; det at have kontro ...
ledelsesopgave	NOUN	607b808035d80a3e2a6edc28@_22016887	{hyponymOf: forretning, opgave}
leder	NOUN	607b808035d80a3e2a6edc2f@_21046952	artikel der udtrykker en avis' officielle holdning ...
leder	NOUN	607b808035d80a3e2a6edc2f@_21046953	genstand el. stof med evne til at overføre elektri ...
leder	NOUN	607b808035d80a3e2a6edc2f@_21046951	person der står i spidsen for og har bestemmende i ...
lederevne	NOUN	607b808035d80a3e2a6edc31@_21046955	evne til at sætte sig igennem og stå i spidsen for ...
lederskab	NOUN	607b808035d80a3e2a6edc37@_21046962	gruppe af personer der fungerer som ledere i et fo ...
lederstilling	NOUN	607b808035d80a3e2a6edc3a@_21046968	førende position i en bestemt sammenhæng
lederstilling	NOUN	607b808035d80a3e2a6edc3a@_21046967	ansættelse som leder
ledningsevne	NOUN	607b808035d80a3e2a6edc4c@_21046990	et stofs el. en genstands evne til at overføre ele ...
ledsage	VERB	607b808035d80a3e2a6edc51@_21046996	hjælpe med at fremføre et musikalsk værk ved at sp ...
leg	NOUN	607b808035d80a3e2a6edc5a@_21047009	spændende, udfordrende el. sjov aktivitet
leg	NOUN	607b808035d80a3e2a6edc5a@_21047005	underholdende aktivitet som især børn organiseret  ...
leg	NOUN	607b808035d80a3e2a6edc5a@_21047008	en enkelt sådan aktivitet der udføres efter bestem ...
legeme	NOUN	607b808035d80a3e2a6edc6c@_21047040	et menneskes (levende el. døde) krop
legeme	NOUN	607b808035d80a3e2a6edc6c@_21047041	fysisk ting (af begrænset størrelse) som man ikke  ...
legeme	NOUN	607b808035d80a3e2a6edc6c@_21047044	afgrænset enhed i en levende organisme
legeme	NOUN	607b808035d80a3e2a6edc6c@_21047043	et dyrs krop
legendarisk	ADJ	607b808035d80a3e2a6edc79@_21047062	så kendt at der dannes myter om den pågældende per ...
legitimitet	NOUN	607b808035d80a3e2a6edc95@_21047101	det at være legitim
leje	NOUN	607b808035d80a3e2a6edc99@_91003747	(udtørret) del af et landskab der kanaliserer en f ...
leje	NOUN	607b808035d80a3e2a6edc99@_91003746	anlæg i en havn hvor en færge kan lægge til kaj så ...
leje	NOUN	607b808035d80a3e2a6edc99@_21047106	del af en konstruktion som noget hviler, vugger el ...
leje	NOUN	607b808035d80a3e2a6edc99@_21047107	(foret el. blødt) underlag til at ligge på
leje	NOUN	607b808035d80a3e2a6edc99@_21047108	område med (store) naturlige forekomster af råstof ...
leje	NOUN	607b808035d80a3e2a6edc99@_21047109	placering på en skala, i en rangorden, i et hierar ...
leje	NOUN	607b808035d80a3e2a6edc99@_21047112	juridisk forhold hvor en person udlåner noget til  ...
leje	NOUN	607b808035d80a3e2a6edc99@_21047110	beløb som en lejer betaler (løbende) til en udleje ...
lejr	NOUN	607b808035d80a3e2a6edcb6@_21047141	område med telte, vogne, barakker e.l. hvor en gru ...
lejr	NOUN	607b808035d80a3e2a6edcb6@_21047143	indhegnet område med flere mindre bygninger hvor d ...
lejr	NOUN	607b808035d80a3e2a6edcb6@_21047144	gruppe af personer med samme smag, samme holdning  ...
lejr	NOUN	607b808035d80a3e2a6edcb6@_21047145	bebyggelse der bruges til ferieophold for børn og  ...
lejr	NOUN	607b808035d80a3e2a6edcb6@_21047142	arrangement hvor en gruppe mennesker med fælles in ...
